Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,P. Rangarajan,"Religious agencies, sweet shops and lower class group vendors as 'role model' in awareness building with respect to growing urbanization",2011,Indian Journal of Science and Technology,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84961310259&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84961310259&origin=inward,107,2025-04-16T06:12:04Z,Article,10.17485/ijst/2011/v4i3.24,0974-6846,https://api.elsevier.com/content/abstract/scopus_id/84961310259,4,3,282,284,0,0,0,1,14,NA,NA,NA
88,L. Downey,"Inequality, democracy, and the environment",2015,"Inequality, Democracy, and the Environment",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85009740508&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85009740508&origin=inward,15,2025-04-16T06:12:04Z,Book,NA,NA,https://api.elsevier.com/content/abstract/scopus_id/85009740508,NA,NA,1,331,88,8.8,88,1,10,NA,NA,NA
20,T. Cadman,More equal than others? A comparative analysis of state and non-state perceptions of interest representation and decision-making in REDD+ negotiations,2013,Innovation: The European Journal of Social Science Research,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84884280323&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884280323&origin=inward,56,2025-04-16T06:12:04Z,Article,10.1080/13511610.2013.771880,1351-1610,https://api.elsevier.com/content/abstract/scopus_id/84884280323,26,3,214,230,20,1.67,20,1,12,NA,NA,NA
5,A. Wijaya,Estimation of biomass carbon stocks over peat swamp forests using multi-temporal and multi-polarizations sar data,2015,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84930411016&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84930411016&origin=inward,84,2025-04-16T06:12:04Z,Conference Paper,10.5194/isprsarchives-XL-7-W3-551-2015,1682-1750,https://api.elsevier.com/content/abstract/scopus_id/84930411016,40,7,551,556,5,0.5,5,1,10,NA,NA,NA
3,M. Hirschmugl,European forest downstream services-improved information on forest structure and damage,2013,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84924697265&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84924697265&origin=inward,91,2025-04-16T06:12:04Z,Conference Paper,NA,1682-1750,https://api.elsevier.com/content/abstract/scopus_id/84924697265,40,1,127,131,3,0.25,3,1,12,NA,NA,NA
3,M. Larjavaara,Democratic less-developed countries cause global deforestation,2012,International Forestry Review,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84866842168&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84866842168&origin=inward,94,2025-04-16T06:12:04Z,Review,10.1505/146554812802646666,1465-5489,https://api.elsevier.com/content/abstract/scopus_id/84866842168,14,3,299,313,3,0.23,3,1,13,NA,NA,NA
7,A. Olaoye,The role of indigenous languages in national development: A case study of Nigerian linguistic situation,2013,International Journal of Applied Linguistics and English Literature,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84946555634&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84946555634&origin=inward,79,2025-04-16T06:12:04Z,Article,10.7575/aiac.ijalel.v.2n.3p.29,2200-3592,https://api.elsevier.com/content/abstract/scopus_id/84946555634,2,3,29,34,7,0.58,7,1,12,NA,NA,NA
73,V. Bhojvaid,How do people in rural india perceive improved stoves and clean fuel? evidence from Uttar Pradesh and Uttarakhand,2014,International Journal of Environmental Research and Public Health,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84893551968&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84893551968&origin=inward,23,2025-04-16T06:12:04Z,Article,10.3390/ijerph110201341,1661-7827,https://api.elsevier.com/content/abstract/scopus_id/84893551968,11,2,1341,1358,73,6.64,73,1,11,NA,NA,NA
252,S. Sinha,A review of radar remote sensing for biomass estimation,2015,International Journal of Environmental Science and Technology,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84925059262&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84925059262&origin=inward,3,2025-04-16T06:12:04Z,Review,10.1007/s13762-015-0750-0,1735-1472,https://api.elsevier.com/content/abstract/scopus_id/84925059262,12,5,1779,1792,252,25.2,252,1,10,NA,NA,NA
23,T.N. Maraseni,A comparative analysis of global stakeholders’ perceptions of the governance quality of the clean development mechanism (CDM) and reducing emissions from deforestation and forest degradation (REDD+),2015,International Journal of Environmental Studies,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84928630106&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84928630106&origin=inward,50,2025-04-16T06:12:04Z,Article,10.1080/00207233.2014.993569,0020-7233,https://api.elsevier.com/content/abstract/scopus_id/84928630106,72,2,288,304,23,2.3,23,1,10,NA,NA,NA
0,N. Agrawal,"Law, judiciary and environmental governance: Rethinking the evolution of forest laws in India",2011,"International Journal of Environmental, Cultural, Economic and Social Sustainability",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79961131684&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79961131684&origin=inward,122,2025-04-16T06:12:04Z,Article,10.18848/1832-2077/cgp/v07i02/59448,1832-2077,https://api.elsevier.com/content/abstract/scopus_id/79961131684,7,2,27,37,0,0,0,1,14,NA,NA,NA
49,J. Ribot,Reducing REDD risks: Affirmative policy on an uneven playing field,2012,International Journal of the Commons,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84865622179&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84865622179&origin=inward,34,2025-04-16T06:12:04Z,Article,10.18352/ijc.322,1875-0281,https://api.elsevier.com/content/abstract/scopus_id/84865622179,6,2,233,254,49,3.77,49,1,13,NA,NA,NA
0,P. Banerjee,"Second circle: Middle majority of the working people: A simple spin wheel model to build alliance and power across the soft ""left and right""",2011,International Journal of the Humanities,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80055067383&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80055067383&origin=inward,120,2025-04-16T06:12:04Z,Conference Paper,10.18848/1447-9508/cgp/v09i02/43123,1447-9508,https://api.elsevier.com/content/abstract/scopus_id/80055067383,9,2,13,31,0,0,0,1,14,NA,NA,NA
0,M. Nowak,Softgis as tool supporting the management of urban greenery,2014,"International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84946747302&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84946747302&origin=inward,109,2025-04-16T06:12:04Z,Conference Paper,NA,1314-2704,https://api.elsevier.com/content/abstract/scopus_id/84946747302,3,2,853,859,0,0,0,1,11,NA,NA,NA
16,J. Shandra,World bank lending and deforestation: A cross-national analysis,2011,International Sociology,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955796566&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79955796566&origin=inward,59,2025-04-16T06:12:04Z,Article,10.1177/0268580910392260,0268-5809,https://api.elsevier.com/content/abstract/scopus_id/79955796566,26,3,292,314,16,1.14,16,1,14,NA,NA,NA
15,S.S. Prijith,Role of circulation parameters in long range aerosol transport: Evidence from Winter-ICARB,2012,Journal of Atmospheric and Solar-Terrestrial Physics,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S1364682611003415,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84857654573&origin=inward,60,2025-04-16T06:12:04Z,Article,10.1016/j.jastp.2011.12.008,1364-6826,https://api.elsevier.com/content/abstract/scopus_id/84857654573,77,NA,144,151,15,1.15,15,1,13,NA,NA,NA
426,J. Wolf,"The Relationship Between Sustainable Supply Chain Management, Stakeholder Pressure and Corporate Sustainability Performance",2014,Journal of Business Ethics,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84893662101&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84893662101&origin=inward,1,2025-04-16T06:12:04Z,Article,10.1007/s10551-012-1603-0,0167-4544,https://api.elsevier.com/content/abstract/scopus_id/84893662101,119,3,317,328,426,38.73,426,1,11,NA,NA,NA
217,S. Moog,The Politics of Multi-Stakeholder Initiatives: The Crisis of the Forest Stewardship Council,2015,Journal of Business Ethics,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84939879894&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84939879894&origin=inward,4,2025-04-16T06:12:04Z,Article,10.1007/s10551-013-2033-3,0167-4544,https://api.elsevier.com/content/abstract/scopus_id/84939879894,128,3,469,493,217,21.7,217,1,10,NA,NA,NA
41,J.M. Klopp,"Deforestation and democratization: Patronage, politics and forests in Kenya",2012,Journal of Eastern African Studies,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84861598216&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84861598216&origin=inward,40,2025-04-16T06:12:04Z,Article,10.1080/17531055.2012.669577,1753-1055,https://api.elsevier.com/content/abstract/scopus_id/84861598216,6,2,351,370,41,3.15,41,1,13,NA,NA,NA
9,J. López-García,"Rural aquaculture as a sustainable alternative for forest conservation in the Monarch Butterfly Biosphere Reserve, Mexico",2014,Journal of Environmental Management,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0301479714000504,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84901589476&origin=inward,74,2025-04-16T06:12:04Z,Article,10.1016/j.jenvman.2014.01.035,0301-4797,https://api.elsevier.com/content/abstract/scopus_id/84901589476,138,NA,43,54,9,0.82,9,1,11,NA,NA,NA
195,Y. Kondo,"Emissions of black carbon, organic, and inorganic aerosols from biomass burning in North America and Asia in 2008",2011,Journal of Geophysical Research Atmospheres,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952591406&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79952591406&origin=inward,5,2025-04-16T06:12:04Z,Article,10.1029/2010JD015152,0148-0227,https://api.elsevier.com/content/abstract/scopus_id/79952591406,116,8,NA,NA,195,13.93,195,1,14,NA,NA,NA
11,M. Balke,Suggestions for a molecular biodiversity assessment of South East Asian freshwater invertebrates. Lessons from the megadiverse beetles (Coleoptera),2013,Journal of Limnology,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84891805494&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84891805494&origin=inward,70,2025-04-16T06:12:04Z,Conference Paper,10.4081/jlimnol.2013.s2.e4,1129-5767,https://api.elsevier.com/content/abstract/scopus_id/84891805494,72,NA,61,68,11,0.92,11,1,12,NA,NA,NA
8,M. Pröpper,Beyond awareness and self-governance: Approaching Kavango timber users' real-life choices,2013,Land,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85019805519&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019805519&origin=inward,76,2025-04-16T06:12:04Z,Article,10.3390/land2030392,2073-445X,https://api.elsevier.com/content/abstract/scopus_id/85019805519,2,3,392,418,8,0.67,8,1,12,NA,NA,NA
43,S. Rodrigues-Filho,Election-driven weakening of deforestation control in the Brazilian Amazon,2015,Land Use Policy,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0264837714002439,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84911943354&origin=inward,38,2025-04-16T06:12:04Z,Article,10.1016/j.landusepol.2014.11.002,0264-8377,https://api.elsevier.com/content/abstract/scopus_id/84911943354,43,NA,111,118,43,4.3,43,1,10,NA,NA,NA
78,L.A. Roman,"Determinants of establishment survival for residential trees in Sacramento County, CA",2014,Landscape and Urban Planning,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0169204614001273,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84904760253&origin=inward,22,2025-04-16T06:12:04Z,Article,10.1016/j.landurbplan.2014.05.004,0169-2046,https://api.elsevier.com/content/abstract/scopus_id/84904760253,129,NA,22,31,78,7.09,78,1,11,NA,NA,NA
11,C. Basurko,"Deforestation, agriculture and farm jobs: A good recipe for Plasmodium vivax in French Guiana",2013,Malaria Journal,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84874727217&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874727217&origin=inward,71,2025-04-16T06:12:04Z,Article,10.1186/1475-2875-12-90,1475-2875,https://api.elsevier.com/content/abstract/scopus_id/84874727217,12,1,NA,NA,11,0.92,11,1,12,NA,NA,NA
79,T. Sturm,Characterization of dry-stack interlocking compressed earth blocks,2015,Materials and Structures/Materiaux et Constructions,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84938288043&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84938288043&origin=inward,21,2025-04-16T06:12:04Z,Article,10.1617/s11527-014-0379-3,1359-5997,https://api.elsevier.com/content/abstract/scopus_id/84938288043,48,9,3059,3074,79,7.9,79,1,10,NA,NA,NA
11,M. Robledo,"Chronic methyl mercury poisoning may trigger endemic pemphigus foliaceus "" fogo selvagem""",2012,Medical Hypotheses,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0306987711004944,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=83155180364&origin=inward,72,2025-04-16T06:12:04Z,Article,10.1016/j.mehy.2011.09.041,0306-9877,https://api.elsevier.com/content/abstract/scopus_id/83155180364,78,1,60,66,11,0.85,11,1,13,NA,NA,NA
12,L. Montes,"Filling the Ebro Basin map: The Mesolithic levels of the IXth millennium cal BP from Espantalobos (Huesca, Spain)",2015,Munibe Antropologia-Arkeologia,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84971529349&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84971529349&origin=inward,63,2025-04-16T06:12:04Z,Article,10.21630/maa.2015.66.06,1132-2217,https://api.elsevier.com/content/abstract/scopus_id/84971529349,66,NA,119,133,12,1.2,12,1,10,NA,NA,NA
0,J. Tollefson,Brazil warming to 'green' policies,2014,Nature,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84908554523&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84908554523&origin=inward,110,2025-04-16T06:12:04Z,Short Survey,10.1038/513467a,0028-0836,https://api.elsevier.com/content/abstract/scopus_id/84908554523,513,7519,467,468,0,0,0,1,11,NA,NA,NA
1,E.K. Ayana,Monitoring state of biomass recovery in the Blue Nile Basin using image-based disturbance index,2014,"Nile River Basin: Ecohydrological Challenges, Climate Change and Hydropolitics",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84930020369&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84930020369&origin=inward,100,2025-04-16T06:12:04Z,Book Chapter,10.1007/978-3-319-02720-3_13,NA,https://api.elsevier.com/content/abstract/scopus_id/84930020369,2147483647,NA,237,252,1,0.09,1,1,11,NA,NA,NA
17,D. Wade,Foresters' perceptions of family forest owner willingness to participate in forest carbon markets,2011,Northern Journal of Applied Forestry,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84855497335&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84855497335&origin=inward,57,2025-04-16T06:12:04Z,Article,10.1093/njaf/28.4.199,0742-6348,https://api.elsevier.com/content/abstract/scopus_id/84855497335,28,4,199,203,17,1.21,17,1,14,NA,NA,NA
58,S. Ruparelia,"India's new rights agenda: Genesis, promises, risks",2013,Pacific Affairs,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84884239690&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884239690&origin=inward,28,2025-04-16T06:12:04Z,Article,10.5509/2013863569,0030-851X,https://api.elsevier.com/content/abstract/scopus_id/84884239690,86,3,569,590,58,4.83,58,1,12,NA,NA,NA
11,S. McCarthy,Norm diffusion and the limits to forestry governance reform in Southeast Asia's new democracies,2014,Pacific Review,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027938565&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027938565&origin=inward,69,2025-04-16T06:12:04Z,Article,10.1080/09512748.2014.948565,0951-2748,https://api.elsevier.com/content/abstract/scopus_id/85027938565,27,5,755,778,11,1,11,1,11,NA,NA,NA
14,U. Safdar,"Role of agricultural extension services in adaptation to climate change in highlands of Kaghan valley, Pakistan",2014,Pakistan Journal of Agricultural Sciences,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84919959626&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84919959626&origin=inward,61,2025-04-16T06:12:04Z,Article,NA,0552-9034,https://api.elsevier.com/content/abstract/scopus_id/84919959626,51,4,1193,1198,14,1.27,14,1,11,NA,NA,NA
2,M. Mushtaq,"Testing of groundnut - Maize Bait as carrier of zinc phosphide for the management of Indian crested porcupine, Hystrix indica kerr (Rodentia: Hystricidae)",2013,Pakistan Journal of Zoology,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876745958&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876745958&origin=inward,97,2025-04-16T06:12:04Z,Article,NA,0030-9923,https://api.elsevier.com/content/abstract/scopus_id/84876745958,45,2,291,298,2,0.17,2,1,12,NA,NA,NA
83,C.M. Stickler,"Defending public interests in private lands: Compliance, costs and potential environmental consequences of the Brazilian Forest Code in Mato Grosso",2013,Philosophical Transactions of the Royal Society B: Biological Sciences,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876468460&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876468460&origin=inward,17,2025-04-16T06:12:04Z,Article,10.1098/rstb.2012.0160,0962-8436,https://api.elsevier.com/content/abstract/scopus_id/84876468460,368,1619,NA,NA,83,6.92,83,1,12,NA,NA,NA
80,C. Neill,Watershed responses to Amazon soya bean cropland expansion and intensification,2013,Philosophical Transactions of the Royal Society B: Biological Sciences,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876479841&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876479841&origin=inward,19,2025-04-16T06:12:04Z,Article,10.1098/rstb.2012.0425,0962-8436,https://api.elsevier.com/content/abstract/scopus_id/84876479841,368,1619,NA,NA,80,6.67,80,1,12,NA,NA,NA
63,G. Durigan,"Ecological restoration of Xingu Basin headwaters: Motivations, engagement, challenges and perspectives",2013,Philosophical Transactions of the Royal Society B: Biological Sciences,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84891449773&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84891449773&origin=inward,27,2025-04-16T06:12:04Z,Article,10.1098/rstb.2012.0165,0962-8436,https://api.elsevier.com/content/abstract/scopus_id/84891449773,368,1619,NA,NA,63,5.25,63,1,12,NA,NA,NA
12,T. Akkermans,Quantifying successional land cover after clearing of tropical rainforest along forest frontiers in the Congo Basin,2013,Physical Geography,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84889881568&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84889881568&origin=inward,68,2025-04-16T06:12:04Z,Article,10.1080/02723646.2013.855698,0272-3646,https://api.elsevier.com/content/abstract/scopus_id/84889881568,34,6,417,440,12,1,12,1,12,NA,NA,NA
80,E. Cisneros,Naming and shaming for conservation: Evidence from the Brazilian Amazon,2015,PLoS ONE,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84946934917&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84946934917&origin=inward,18,2025-04-16T06:12:04Z,Article,10.1371/journal.pone.0136402,1932-6203,https://api.elsevier.com/content/abstract/scopus_id/84946934917,10,9,NA,NA,80,8,80,1,10,NA,NA,NA
16,J. Niu,Non-stomatal limitation to photosynthesis in Cinnamomum camphora seedings exposed to elevated O<sup>3</sup>,2014,PLoS ONE,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84902532307&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84902532307&origin=inward,58,2025-04-16T06:12:04Z,Article,10.1371/journal.pone.0098572,1932-6203,https://api.elsevier.com/content/abstract/scopus_id/84902532307,9,6,NA,NA,16,1.45,16,1,11,NA,NA,NA
0,P. Meyer,Costa Rica: Background and U.S. Relations,2012,Politics and Economics of South and Central America,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84946913788&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84946913788&origin=inward,108,2025-04-16T06:12:04Z,Book Chapter,NA,NA,https://api.elsevier.com/content/abstract/scopus_id/84946913788,NA,NA,123,136,0,0,0,1,13,NA,NA,NA
12,R.B. Wallace,Conservation challenges facing two threatened endemic titi monkeys in a naturally fragmented Bolivian forest,2013,Primates in Fragments: Complexity and Resilience,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84941346913&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84941346913&origin=inward,66,2025-04-16T06:12:04Z,Book Chapter,10.1007/978-1-4614-8839-2_33,NA,https://api.elsevier.com/content/abstract/scopus_id/84941346913,NA,NA,495,503,12,1,12,1,12,NA,NA,NA
20,F. Recanati,Global Meat Consumption Trends and Local Deforestation in Madre de Dios: Assessing Land Use Changes and other Environmental Impacts,2015,Procedia Engineering,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S1877705815021517,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84948440337&origin=inward,55,2025-04-16T06:12:04Z,Conference Paper,10.1016/j.proeng.2015.08.496,1877-7058,https://api.elsevier.com/content/abstract/scopus_id/84948440337,118,NA,630,638,20,2,20,1,10,NA,NA,NA
12,S. Demetri,Estimating low-power radio signal attenuation in forests: A LiDAR-based approach,2015,"Proceedings - IEEE International Conference on Distributed Computing in Sensor Systems, DCOSS 2015",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84945918492&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84945918492&origin=inward,64,2025-04-16T06:12:04Z,Conference Paper,10.1109/DCOSS.2015.17,NA,https://api.elsevier.com/content/abstract/scopus_id/84945918492,NA,NA,71,80,12,1.2,12,1,10,NA,NA,NA
0,D. Bram,Local elections and deforestation in local areas: Another challenge for Indonesia in the fight against climate change,2013,"Regulating Disasters, Climate Change and Environmental Harm: Lessons from the Indonesian Experience",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85038842525&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85038842525&origin=inward,105,2025-04-16T06:12:04Z,Book Chapter,10.4337/9781781002490.00016,NA,https://api.elsevier.com/content/abstract/scopus_id/85038842525,NA,NA,186,206,0,0,0,1,12,NA,NA,NA
180,T. Chu,Remote sensing techniques in monitoring post-fire effects and patterns of forest recovery in boreal forest regions: A review,2013,Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84893388669&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84893388669&origin=inward,6,2025-04-16T06:12:04Z,Review,10.3390/rs6010470,2072-4292,https://api.elsevier.com/content/abstract/scopus_id/84893388669,6,1,470,520,180,15,180,1,12,NA,NA,NA
142,J.M.B. Carreiras,Understanding the relationship between aboveground biomass and ALOS PALSAR data in the forests of Guinea-Bissau (West Africa),2012,Remote Sensing of Environment,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0034425712001058,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84858716754&origin=inward,9,2025-04-16T06:12:04Z,Article,10.1016/j.rse.2012.02.012,0034-4257,https://api.elsevier.com/content/abstract/scopus_id/84858716754,121,NA,426,442,142,10.92,142,1,13,NA,NA,NA
91,M. Réjou-Méchain,Using repeated small-footprint LiDAR acquisitions to infer spatial and temporal variations of a high-biomass Neotropical forest,2015,Remote Sensing of Environment,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0034425715300894,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84939533681&origin=inward,14,2025-04-16T06:12:04Z,Article,10.1016/j.rse.2015.08.001,0034-4257,https://api.elsevier.com/content/abstract/scopus_id/84939533681,169,NA,93,101,91,9.1,91,1,10,NA,NA,NA
84,M. Palace,"Estimating forest structure in a tropical forest using field measurements, a synthetic model and discrete return lidar data",2015,Remote Sensing of Environment,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0034425715000383,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027920586&origin=inward,16,2025-04-16T06:12:04Z,Article,10.1016/j.rse.2015.01.020,0034-4257,https://api.elsevier.com/content/abstract/scopus_id/85027920586,161,NA,1,11,84,8.4,84,1,10,NA,NA,NA
12,T. Laing,"Rights to the forest, REDD+ and elections: Mining in Guyana",2015,Resources Policy,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0301420715000999,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84945532074&origin=inward,65,2025-04-16T06:12:04Z,Article,10.1016/j.resourpol.2015.10.008,0301-4207,https://api.elsevier.com/content/abstract/scopus_id/84945532074,46,NA,250,261,12,1.2,12,1,10,NA,NA,NA
26,M. Gelfusa,UMEL: A new regression tool to identify measurement peaks in LIDAR/DIAL systems for environmental physics applications,2014,Review of Scientific Instruments,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84902824759&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84902824759&origin=inward,48,2025-04-16T06:12:04Z,Article,10.1063/1.4883184,0034-6748,https://api.elsevier.com/content/abstract/scopus_id/84902824759,85,6,NA,NA,26,2.36,26,1,11,NA,NA,NA
