,Cites,Authors,Title,Inclusion_rens,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,source_dataset,title_lower,unique_id
86,3,H. Aghababaee,Assessment of temporal decorrelation in differential SAR tomography for forestry applications,0,2018,"Proceedings of the European Conference on Synthetic Aperture Radar, EUSAR",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050456495&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050456495&origin=inward,140,Conference Paper,NA,2197-4403,https://api.elsevier.com/content/abstract/scopus_id/85050456495,2018,NA,666,670,3,0.43,3,1,7,NA,NA,NA,scopus,assessment of temporal decorrelation in differential sar tomography for forestry applications,paper_148
87,0,"RC Mwia, JU Kitheka, M Mwangi",Assessment of the Effects of Deforestation on Springs: A Case Study of Nuu/Mutaitho Hills Springs in Kitui County,0,2017,NA,repository.seku.ac.ke,https://repository.seku.ac.ke/handle/123456789/3600,NA,334,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,8,"… The deforestation of Nuu/Mutaitho hills is thought to be main … spring discharges, rate of deforestation and rainfall variability. … a comprehensive awareness creation campaign focusing on …",NA,"https://scholar.google.com/scholar?q=related:MssPNneT7_cJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,assessment of the effects of deforestation on springs: a case study of nuu/mutaitho hills springs in kitui county,paper_149
88,0,RB Roggie,"Assessment of the Impact of Economic Factors on Deforestation: A Case of Bahi District, Tanzania",0,2017,NA,repository.out.ac.tz,http://repository.out.ac.tz/2101/,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,8,… Deforestation in Bahi District. Specifically this study aimed at identification of economic activities for deforestation … Economic activities accelerates deforestation are charcoal production …,http://repository.out.ac.tz/2101/1/Robert%20Roggie%20-Dissertation-.doc,"https://scholar.google.com/scholar?q=related:tLN0WWLpY2oJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"assessment of the impact of economic factors on deforestation: a case of bahi district, tanzania",paper_150
89,3,S. Auma,"Assessment of the impacts of climate change on livestock water sources and livestock production: Case study, Karamoja region of Uganda",0,2022,World Water Policy,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139923535&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139923535&origin=inward,79,Article,10.1002/wwp2.12086,2639-541X,https://api.elsevier.com/content/abstract/scopus_id/85139923535,8,2,180,200,3,1,3,1,3,NA,NA,NA,scopus,"assessment of the impacts of climate change on livestock water sources and livestock production: case study, karamoja region of uganda",paper_151
90,7,G. Baldassarre,Assessment of the robust satellite technique (RST) in real time detection of summer fires,0,2009,"5th International Workshop on the Analysis of Multi-Temporal Remote Sensing Images 2009, MultiTemp 2009",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78650922622&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78650922622&origin=inward,61,Conference Paper,NA,NA,https://api.elsevier.com/content/abstract/scopus_id/78650922622,NA,NA,216,223,7,0.44,7,1,16,NA,NA,NA,scopus,assessment of the robust satellite technique (rst) in real time detection of summer fires,paper_152
91,6,K Wollack,"Assisting democracy abroad: American values, American interests",0,2010,Harvard International Review,ndi.org,https://www.ndi.org/sites/default/files/Harvard_International_Review_Wollack_Fall2010.pdf,"https://scholar.google.com/scholar?cites=4645345755946763993&as_sdt=2005&sciodt=0,5&hl=en",973,PDF,NA,NA,NA,NA,NA,NA,NA,6,0.4,6,1,15,"… Although the elections were used by critics of democracy assistance to argue against “early” elections, the irony is that the Hamas victory in 2006 was the result of elections that actually …",https://www.ndi.org/sites/default/files/Harvard_International_Review_Wollack_Fall2010.pdf,"https://scholar.google.com/scholar?q=related:2UYTWlqVd0AJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"assisting democracy abroad: american values, american interests",paper_154
92,52,R.J. Parker,Atmospheric CH<inf>4</inf> and CO<inf>2</inf> enhancements and biomass burning emission ratios derived from satellite observations of the 2015 Indonesian fire plumes,0,2016,Atmospheric Chemistry and Physics,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84982105602&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84982105602&origin=inward,30,Article,10.5194/acp-16-10111-2016,1680-7316,https://api.elsevier.com/content/abstract/scopus_id/84982105602,16,15,10111,10131,52,5.78,52,1,9,NA,NA,NA,scopus,atmospheric ch<inf>4</inf> and co<inf>2</inf> enhancements and biomass burning emission ratios derived from satellite observations of the 2015 indonesian fire plumes,paper_156
93,0,R.M. Worcester,Attitudes toward the environment: a North / South analysis,0,1992,Revue tiers-monde,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0026849696&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0026849696&origin=inward,51,Article,10.3406/tiers.1992.4694,0040-7356,https://api.elsevier.com/content/abstract/scopus_id/0026849696,33,130,355,372,0,0,0,1,33,NA,NA,NA,scopus,attitudes toward the environment: a north / south analysis,paper_157
94,0,L Staff,Auditor Reports Severe Deficiencies In President Felipe Calderon Administration's Reforestation Program,0,2009,NA,digitalrepository.unm.edu,https://digitalrepository.unm.edu/cgi/viewcontent.cgi?article=6289&context=sourcemex,NA,114,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,16,… Calderon's administration launched its Proarbol campaign in 2007 as a major … campaign in March 2007 shortly after the UN sounded the alarm about Mexico's high rate of deforestation…,https://digitalrepository.unm.edu/cgi/viewcontent.cgi?article=6289&context=sourcemex,"https://scholar.google.com/scholar?q=related:SPVdnpGzDrYJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,auditor reports severe deficiencies in president felipe calderon administration's reforestation program,paper_158
95,22,"Busch, J; Amarjargal, O",Authority of Second-Tier Governments to Reduce Deforestation in 30 Tropical Countries,1,2020,FRONTIERS IN FORESTS AND GLOBAL CHANGE,FRONTIERS MEDIA SA,http://dx.doi.org/10.3389/ffgc.2020.00001,NA,NA,Article,10.3389/ffgc.2020.00001,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"The authority of state- and province-level governments (second-tier governments) to make decisions related to slowing deforestation independently of national governments varies widely across countries. Here we systematically catalog whether second-tier governments in 30 tropical countries with high projected future emissions from deforestation possess 14 distinct types of general and forest-related authority. We compile this information in a free, open-access database. Second-tier governments have broadest authority to reduce deforestation in India, Brazil, Indonesia, Malaysia, Papua New Guinea, Peru, China, Laos, Mozambique, and Vietnam. Second-tier governments have the least authority in Central African Republic, Gabon, Angola, Madagascar, Bolivia, Cambodia, Cameroon, Guyana, Suriname, Thailand, and Venezuela. Second-tier governments have intermediate authority in Democratic Republic of Congo, Ecuador, Mexico, the Philippines, Colombia, Myanmar, Tanzania, Zambia, Mexico, and Republic of Congo. Authorities that second-tier governments most commonly possess include development planning, taxation, budgeting, and roads. Authorities that second-tier governments least commonly possess include land ownership, police, permits for mining, Indigenous affairs, and protected areas. Authorities possessed by an intermediate number of second-tier governments include spatial planning, elections, courts, and permits for agriculture. More than one-quarter of future emissions from deforestation between 2020 and 2050 is projected to come from just seven out of 678 second-tier jurisdictions: Amazonas, Para, and Mato Grosso (Brazil), equateur and Orientale (Democratic Republic of Congo), Loreto (Peru), and El Beni (Bolivia). After weighting for authority, our list of the 50 second-tier jurisdictions in the tropics that are the highest priority for reducing emissions from deforestation shifts to include fewer second-tier jurisdictions in Africa (where second-tier governments have 4.2 authorities out of 14 in the average country) and Latin America (6.3 authorities out of 14) and more second-tier jurisdictions in Asia (8.5 authorities out of 14). Second-tier jurisdictions that have formally expressed interest in reducing emissions from deforestation, e.g., through the Governors' Climate and Forest Task Force, Under2 Coalition, or New York Declaration on Forests, possess greater authority to reduce deforestation on average than other jurisdictions. Information on second-tier governmental authority, when complemented with deeper country-specific knowledge, can help initiatives for reducing emissions from deforestation (REDD+) prioritize support across regions and across sectoral interventions.",NA,NA,webofscience,authority of second-tier governments to reduce deforestation in 30 tropical countries,paper_159
96,3,C.N. Chukwuji,"Awareness, access and utilization of information on climate change by farmers in Zamfara State, Nigeria",0,2019,Library Philosophy and Practice,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060210285&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060210285&origin=inward,139,Article,NA,1522-0222,https://api.elsevier.com/content/abstract/scopus_id/85060210285,2019,NA,NA,NA,3,0.5,3,1,6,NA,NA,NA,scopus,"awareness, access and utilization of information on climate change by farmers in zamfara state, nigeria",paper_164
97,0,"AN Berger, C Ortega, M Ossandon Busch, RA Roman",Banking on Deforestation: The Cost of Nonenforcement,0,2024,NA,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5050725,NA,563,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,1,"… in deforestation and actively shifted resources to regions with higher deforestation potential. … , banks may fail to fully internalize deforestation risks, despite existing environmental laws. …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5050725,"https://scholar.google.com/scholar?q=related:Gyh-bVTDyssJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,banking on deforestation: the cost of nonenforcement,paper_167
98,0,E Harding,Barbados: Reforestation Campaign,0,1992,NA,digitalrepository.unm.edu,https://digitalrepository.unm.edu/cgi/viewcontent.cgi?article=9252&context=notisur,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,33,"Barbados: Reforestation Campaign … Barbados: Reforestation Campaign."" (1992). https://digitalrepository.unm.edu/notisur/8253 … Barbados: Reforestation Campaign …",NA,"https://scholar.google.com/scholar?q=related:SYstsbp3aFgJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,barbados: reforestation campaign,paper_168
99,24,"Slater, R","Between a rock and a hard place: contested livelihoods in Qwaqwa National Park, South Africa",0,2002,GEOGRAPHICAL JOURNAL,ROYAL GEOGRAPHICAL SOC,http://dx.doi.org/10.1111/1475-4959.00042,NA,NA,Article,10.1111/1475-4959.00042,0016-7398,NA,168,NA,116,129,NA,NA,NA,NA,NA,"This paper examines rural livelihoods and the prospects for participatory conservation through a case study of Qwaqwa National Park (QNP) in South Africa. The park was established in 1992 in the context of South Africa's transition to democracy, growing ecotourism in the country and global movements towards conservation involving and benefiting local people. The paper argues that the protracted conflict between park residents and management led to new patterns of livelihood activities and household formation, and resulted in material and social differentiation amongst park households. The goals of park management, with a commitment to nature conservation and ecotourism, were at odds with the livelihood practices of park residents. Conflicts arose over stocking levels, overgrazing, wood-cutting and deforestation and over the use of other natural resources, including water and medicinal plants. The park was the site of a Rand Water project that employed many residents. Residents found themselves between a rock and a hard place as they resisted attempts by the management to reduce stocking levels and yet relied on management to gain access to sources of paid employment.",NA,NA,webofscience,"between a rock and a hard place: contested livelihoods in qwaqwa national park, south africa",paper_172
100,10,JP Brosius,Between development and deforestation: negotiating citizenship in a commodified landscape,0,1993,Akademika,NA,NA,"https://scholar.google.com/scholar?cites=11223639504174708749&as_sdt=2005&sciodt=0,5&hl=en",574,CITATION,NA,NA,NA,NA,NA,NA,NA,10,0.31,10,1,32,NA,NA,"https://scholar.google.com/scholar?q=related:Dfhf5algwpsJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,between development and deforestation: negotiating citizenship in a commodified landscape,paper_173
101,19,F Van Dyke,Between heaven and earth: evangelical engagement in conservation,0,2005,Conservation Biology,JSTOR,https://www.jstor.org/stable/3591189,"https://scholar.google.com/scholar?cites=7902295136974279802&as_sdt=2005&sciodt=0,5&hl=en",839,NA,NA,NA,NA,NA,NA,NA,NA,19,0.95,19,1,20,"I was saddened by David Orr's essay,"" Armageddon versus Extinc-tion""(Orr 2005), because it obscures rather than illuminates our ability to perceive and understand our neigh-bors and …","https://scholar.google.com/scholar?output=instlink&q=info:ehSmFY-Xqm0J:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=1719239775481769948&oi=lle","https://scholar.google.com/scholar?q=related:ehSmFY-Xqm0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,between heaven and earth: evangelical engagement in conservation,paper_175
102,53,B. Thompson,Beyond ecosystem services: Using charismatic megafauna as flagship species for mangrove forest conservation,0,2019,Environmental Science and Policy,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S1462901119302709,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072773400&origin=inward,28,Review,10.1016/j.envsci.2019.09.009,1462-9011,https://api.elsevier.com/content/abstract/scopus_id/85072773400,102,NA,9,17,53,8.83,53,1,6,NA,NA,NA,scopus,beyond ecosystem services: using charismatic megafauna as flagship species for mangrove forest conservation,paper_178
103,0,"J Brennan, C Johnson, S Aggarwal","Biodiversity and Tropical Forest Conservation, Protection and Management in Guyana",0,2003,NA,academia.edu,https://www.academia.edu/download/30251515/pnadf212.pdf,NA,846,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,22,"… on consolidation of democracy and good governance, … of the economic growth and democracy programs, and to provide … while also serving and the Democracy, Economic Growth, and …",https://www.academia.edu/download/30251515/pnadf212.pdf,"https://scholar.google.com/scholar?q=related:IpNyj_pxyocJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"biodiversity and tropical forest conservation, protection and management in guyana",paper_179
104,4,M. Pommier,Biomass burning in Siberia as a source of BrO to the Arctic free troposphere,0,2012,Atmospheric Environment,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S1352231012008576,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84866511886&origin=inward,88,Article,10.1016/j.atmosenv.2012.08.070,1352-2310,https://api.elsevier.com/content/abstract/scopus_id/84866511886,62,NA,416,423,4,0.31,4,1,13,NA,NA,NA,scopus,biomass burning in siberia as a source of bro to the arctic free troposphere,paper_180
105,36,SSC Tay,"Blowing smoke: Regional cooperation, Indonesian democracy, and the haze",0,2008,"Hard Choices, Singapore: ISEAS",degruyter.com,https://www.degruyter.com/document/doi/10.1355/9789812308818-011/pdf?licenseType=restricted,"https://scholar.google.com/scholar?cites=2361090468088937800&as_sdt=2005&sciodt=0,5&hl=en",194,NA,10.1355/9789812308818-011,NA,NA,NA,NA,NA,NA,36,2.12,36,1,17,"… the international community to participate in and contribute to afforestation and reforestation, and to reduce deforestation, forest degradation, and forest fires, including by promoting …",NA,"https://scholar.google.com/scholar?q=related:SH0AaUVHxCAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"blowing smoke: regional cooperation, indonesian democracy, and the haze",paper_182
106,0,"EB Wiggins, JT Randerson…","Boreal forest fires impacts on atmospheric methane, carbon dioxide, and carbon monoxide during the 2013 NASA CARVE campaign",0,2013,AGU Fall Meeting …,ui.adsabs.harvard.edu,https://ui.adsabs.harvard.edu/abs/2013AGUFM.B31H..02W/abstract,NA,886,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,12,… An important objective in this context is to reduce uncertainties related to boreal forest carbon emissions at different temporal and spatial scales. As a part of the NASA Carbon in Arctic …,NA,"https://scholar.google.com/scholar?q=related:7kkCq9Ufo60J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"boreal forest fires impacts on atmospheric methane, carbon dioxide, and carbon monoxide during the 2013 nasa carve campaign",paper_185
107,55,B.D. Amiro,BOREAS flight measurements of forest-fire effects on carbon dioxide and energy fluxes,0,1999,Agricultural and Forest Meteorology,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0168192399000507,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033568222&origin=inward,7,Article,10.1016/S0168-1923(99)00050-7,0168-1923,https://api.elsevier.com/content/abstract/scopus_id/0033568222,96,4,199,208,55,2.12,55,1,26,NA,NA,NA,scopus,boreas flight measurements of forest-fire effects on carbon dioxide and energy fluxes,paper_186
108,28,D.C. Marvin,Branchfall dominates annual carbon flux across lowland Amazonian forests,0,2016,Environmental Research Letters,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84992052311&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84992052311&origin=inward,53,Article,10.1088/1748-9326/11/9/094027,1748-9326,https://api.elsevier.com/content/abstract/scopus_id/84992052311,11,9,NA,NA,28,3.11,28,1,9,NA,NA,NA,scopus,branchfall dominates annual carbon flux across lowland amazonian forests,paper_187
109,0,Oxford Analytica,Brazil deforestation data bring pre-summit hopes,0,2023,Emerald Expert Briefings,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/oxan-es280996/full/html,NA,571,NA,10.1108/oxan-es280996,NA,NA,NA,NA,NA,NA,0,0,0,1,2,"… The summit's stated goals are to protect the forest and its traditional people, strengthen democracy and tackle inequality; Silva has proposed that all members prepare an action plan …",NA,"https://scholar.google.com/scholar?q=related:HRjG28AmftYJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,brazil deforestation data bring pre-summit hopes,paper_188
110,108,PM Fearnside,Brazil's Amazon forest in mitigating global warming: unresolved controversies,0,2012,Climate Policy,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/14693062.2011.581571,"https://scholar.google.com/scholar?cites=10588188232245415686&as_sdt=2005&sciodt=0,5&hl=en",833,NA,10.1080/14693062.2011.581571,NA,NA,NA,NA,NA,NA,108,8.31,108,1,13,"… Reducing emissions from deforestation and forest degradation is currently a key issue for … of elections (Abensur et al., Citation2007; de Moura, Citation2007). With the campaign for …",https://www.researchgate.net/profile/Philip-Fearnside/publication/233063475_Brazil%27s_Amazon_Forest_in_Mitigating_Global_Warming_Unresolved_Controversies/links/0fcfd50c393381b41e000000/Brazils-Amazon-Forest-in-Mitigating-Global-Warming-Unresolved-Controversies.pdf,"https://scholar.google.com/scholar?q=related:Bo_1PRnN8JIJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,brazil's amazon forest in mitigating global warming: unresolved controversies,paper_190
111,54,"S Villén-Pérez, P Moutinho, CC Nóbrega…",Brazilian Amazon gold: indigenous land rights under risk,0,2020,Elem Sci …,online.ucpress.edu,https://online.ucpress.edu/elementa/article-abstract/doi/10.1525/elementa.427/114461,"https://scholar.google.com/scholar?cites=18007065910651069422&as_sdt=2005&sciodt=0,5&hl=en",931,NA,10.1525/elementa.427/114461,NA,NA,NA,NA,NA,NA,54,10.8,14,4,5,"… Brazilian indigenous lands prevent the deforestation of the … Finally, mining operations drive deforestation both within and … During the last electoral campaign, the current president of …",https://online.ucpress.edu/elementa/article-pdf/doi/10.1525/elementa.427/789718/427-7339-1-pb.pdf,"https://scholar.google.com/scholar?q=related:7iNnSwrz5fkJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,brazilian amazon gold: indigenous land rights under risk,paper_193
112,119,B Stephan,Bringing discourse to the market: the commodification of avoided deforestation,0,2012,Environmental Politics,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/09644016.2012.688357,"https://scholar.google.com/scholar?cites=1952826868266365748&as_sdt=2005&sciodt=0,5&hl=en",375,NA,10.1080/09644016.2012.688357,NA,NA,NA,NA,NA,NA,119,9.15,119,1,13,"… A heated struggle evolved around the question of whether afforestation, reforestation or avoided deforestation projects should be eligible project categories under the CDM, and if so, …",NA,"https://scholar.google.com/scholar?q=related:NPParrDVGRsJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,bringing discourse to the market: the commodification of avoided deforestation,paper_195
113,0,NA,Bringing wildcats back after a 10-year campaign,0,2018,Veterinary Record,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056155602&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056155602&origin=inward,170,Note,10.1136/vr.k4617,0042-4900,https://api.elsevier.com/content/abstract/scopus_id/85056155602,183,17,521,521,0,0,0,0,7,NA,NA,NA,scopus,bringing wildcats back after a 10-year campaign,paper_196
114,10,"Z Buřivalová, N Yoh, RA Butler, HSSC Sagar, ET Game",Broadening the focus of forest conservation beyond carbon,0,2023,Current Biology,cell.com,https://www.cell.com/current-biology/abstract/S0960-9822(23)00467-0,"https://scholar.google.com/scholar?cites=9617139334762536349&as_sdt=2005&sciodt=0,5&hl=en",440,NA,NA,NA,NA,NA,NA,NA,NA,10,5,2,5,2,"… towards a much broader view of forest conservation. First, the appreciation … forest conservation is changing: sectors and people previously considered separate from forest conservation …",https://www.sciencedirect.com/science/article/pii/S0960982223004670,"https://scholar.google.com/scholar?q=related:nR31a0XxdoUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,broadening the focus of forest conservation beyond carbon,paper_197
115,8,"F Cappelli, N Caravaggio, C Vaquero-Piñeiro",Buen Vivir and forest conservation in Bolivia: False promises or effective change?,1,2022,Forest Policy and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1389934122000077,"https://scholar.google.com/scholar?cites=17379206061597613982&as_sdt=2005&sciodt=0,5&hl=en",639,NA,NA,NA,NA,NA,NA,NA,NA,8,2.67,3,3,3,"Can the principles of Buen Vivir support forest cover transition in Latin America? This paper explores the effects of the Ley de Derechos de la Madre Tierra (Law 071), the fundamental …",NA,"https://scholar.google.com/scholar?q=related:nl_Xg9VXL_EJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,buen vivir and forest conservation in bolivia: false promises or effective change?,paper_198
