"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL","source_dataset","title_lower","unique_id"
"242",4,"A.A. Gobir","Climate Change Awareness and related Tree Planting Practices in a Rural Community in North-Western Nigeria",2021,"Journal of Community Medicine and Primary Health Care",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142690829&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142690829&origin=inward",73,"Article","10.4314/jcmphc.v33i1.4","0794-7410","https://api.elsevier.com/content/abstract/scopus_id/85142690829",33,"1",41,"49",4,1,4,1,4,NA,NA,NA,"scopus","climate change awareness and related tree planting practices in a rural community in north-western nigeria","paper_254"
"243",13,"E Han, Q Huang","Global commodity markets, Chinese demand for maize, and deforestation in Northern Myanmar",2021,"Land","mdpi.com","https://www.mdpi.com/2073-445X/10/11/1232","https://scholar.google.com/scholar?cites=3393275724087940215&as_sdt=2005&sciodt=0,5&hl=en",592,"HTML",NA,NA,NA,NA,NA,NA,NA,13,3.25,7,2,4,"… driving factors of deforestation in the region… deforestation in tropical areas using country-level metanalysis [12], we provide on-the-ground data to support the argument that deforestation …","https://www.mdpi.com/2073-445X/10/11/1232","https://scholar.google.com/scholar?q=related:d9Q370pWFy8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","global commodity markets, chinese demand for maize, and deforestation in northern myanmar","paper_725"
"244",21,"R Ranjan","The role of political-industry nexus in promoting illegal extraction of mineral resources and deforestation: A case of iron ore mining in Goa",2018,"Resources Policy","Elsevier","https://www.sciencedirect.com/science/article/pii/S030142071730524X","https://scholar.google.com/scholar?cites=1458654125348178089&as_sdt=2005&sciodt=0,5&hl=en",539,NA,NA,NA,NA,NA,NA,NA,NA,21,3,21,1,7,"… Mining of mineral resources entails significant deforestation in … of iron ore and its impact on deforestation in Goa, India. For the … to illegal mining, resulting in high levels of deforestation. …","https://researchers.mq.edu.au/files/95155571/Author_final_version.pdf","https://scholar.google.com/scholar?q=related:qUiJ3zIuPhQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","the role of political-industry nexus in promoting illegal extraction of mineral resources and deforestation: a case of iron ore mining in goa","paper_1445"
"245",89,"R Abman","Rule of law and avoided deforestation from protected areas",2018,"Ecological Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921800917311473","https://scholar.google.com/scholar?cites=13069164294639013082&as_sdt=2005&sciodt=0,5&hl=en",29,NA,NA,NA,NA,NA,NA,NA,NA,89,12.71,89,1,7,"… and slow deforestation rely heavily on the … deforestation from protected areas. Using recent global satellite data from 2000 to 2012, I estimate the country-level avoided deforestation of …","https://scholar.google.com/scholar?output=instlink&q=info:2kwtva7_XrUJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=16276958482618133315&oi=lle","https://scholar.google.com/scholar?q=related:2kwtva7_XrUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","rule of law and avoided deforestation from protected areas","paper_1202"
"246",310,"J Sendzimir, CP Reij, P Magnuszewski","Rebuilding resilience in the Sahel: regreening in the Maradi and Zinder regions of Niger",2011,"Ecology and society","JSTOR","https://www.jstor.org/stable/26268916","https://scholar.google.com/scholar?cites=1350924401868939174&as_sdt=2005&sciodt=0,5&hl=en",469,NA,NA,NA,NA,NA,NA,NA,NA,310,22.14,103,3,14,"… Together these data allowed us to sketch a stylized time series of deforestation and reforestation (… This led not only to a heightened lobbying campaign to shift international and national …","https://pure.iiasa.ac.at/id/eprint/9499/1/ES-2011-4198(1).pdf","https://scholar.google.com/scholar?q=related:ph_OA5ZyvxIJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","rebuilding resilience in the sahel: regreening in the maradi and zinder regions of niger","paper_1131"
"247",87,"M Kröger","Extractivisms, existences and extinctions: Monoculture plantations and Amazon deforestation",2022,NA,"library.oapen.org","https://library.oapen.org/handle/20.500.12657/51190","https://scholar.google.com/scholar?cites=5957088975712955831&as_sdt=2005&sciodt=0,5&hl=en",433,"BOOK",NA,NA,NA,NA,NA,NA,NA,87,29,87,1,3,"… practice related to deforestation to reconsider deforestations as redistributions of existences… based on my participant observation at major deforestation sites (principally in the Brazilian …","https://library.oapen.org/bitstream/handle/20.500.12657/51190/9781000473841.pdf?sequence=1","https://scholar.google.com/scholar?q=related:ty3EhNzUq1IJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","extractivisms, existences and extinctions: monoculture plantations and amazon deforestation","paper_627"
"248",8,"D. Ragone","Breadfruit for food and nutrition security in the 21st century",2016,"Tropical Agriculture",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027838908&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027838908&origin=inward",115,"Conference Paper",NA,"0041-3216","https://api.elsevier.com/content/abstract/scopus_id/85027838908",93,NA,18,"29",8,0.89,8,1,9,NA,NA,NA,"scopus","breadfruit for food and nutrition security in the 21st century","paper_194"
"249",102,"TM Kerssen","Grabbing power: The new struggles for land, food and democracy in Northern Honduras",2013,NA,"books.google.com","https://books.google.com/books?hl=en&lr=&id=KLCwDqyBi-YC&oi=fnd&pg=PP1&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=zzgjlj3hTA&sig=vj09oSlw92-n4EP0t_3qKDhu2x8","https://scholar.google.com/scholar?cites=8760779545585249741&as_sdt=2005&sciodt=0,5&hl=en",851,"BOOK",NA,NA,NA,NA,NA,NA,NA,102,8.5,102,1,12,"… Tanya Kerssen situates the current land grab in Honduras as more than a momentary putsch—rather a power play against a land and democracy movement generated by previous …",NA,"https://scholar.google.com/scholar?q=related:ze0dgpSKlHkJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","grabbing power: the new struggles for land, food and democracy in northern honduras","paper_742"
"250",3,"J. Drolen","Modeling Management-Relevant Urban Forest Stand Characteristics to Optimize Carbon Storage and Sequestration",2023,"Forests",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85178354650&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85178354650&origin=inward",77,"Article","10.3390/f14112207","1999-4907","https://api.elsevier.com/content/abstract/scopus_id/85178354650",14,"11",NA,NA,3,1.5,3,1,2,NA,NA,NA,"scopus","modeling management-relevant urban forest stand characteristics to optimize carbon storage and sequestration","paper_962"
"251",87,"E Mcleod, M Palmer","Why conservation needs religion",2015,"Coastal Management","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/08920753.2015.1030297","https://scholar.google.com/scholar?cites=15330246896718717477&as_sdt=2005&sciodt=0,5&hl=en",680,NA,"10.1080/08920753.2015.1030297",NA,NA,NA,NA,NA,NA,87,8.7,44,2,10,"… Global issues such as deforestation, climate change, and poverty cut across secular and … worked with local religious leaders to support a campaign led by WWF to stop the use of sea …","https://www.researchgate.net/profile/Elizabeth-Mcleod-4/publication/277785614_Why_Conservation_Needs_Religion/links/55ae6f5b08ae98e661a6e79e/Why-Conservation-Needs-Religion.pdf","https://scholar.google.com/scholar?q=related:JSL0VVT6v9QJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","why conservation needs religion","paper_1574"
"252",0,"N. Agrawal","Law, judiciary and environmental governance: Rethinking the evolution of forest laws in India",2011,"International Journal of Environmental, Cultural, Economic and Social Sustainability",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79961131684&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79961131684&origin=inward",122,"Article","10.18848/1832-2077/cgp/v07i02/59448","1832-2077","https://api.elsevier.com/content/abstract/scopus_id/79961131684",7,"2",27,"37",0,0,0,1,14,NA,NA,NA,"scopus","law, judiciary and environmental governance: rethinking the evolution of forest laws in india","paper_894"
"253",108,"YB Chiu","Deforestation and the environmental Kuznets curve in developing countries: a panel smooth transition regression approach",2012,"Canadian Journal of Agricultural Economics/Revue …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1744-7976.2012.01251.x","https://scholar.google.com/scholar?cites=777686811754954747&as_sdt=2005&sciodt=0,5&hl=en",75,NA,"10.1111/j.1744-7976.2012.01251.x",NA,NA,NA,NA,NA,NA,108,8.31,108,1,13,"… of deforestation, this study attempts to unveil the nexus between deforestation and economic … This result means that an increase in democracy and liberty will increase deforestation; in …","https://scholar.google.com/scholar?output=instlink&q=info:-_8o8QjmygoJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=13764345345523111043&oi=lle","https://scholar.google.com/scholar?q=related:-_8o8QjmygoJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","deforestation and the environmental kuznets curve in developing countries: a panel smooth transition regression approach","paper_365"
"254",0,"TF Almeida","Deforestation-Free Regulation and its Shift from Exporter to Importer of Foreign Capital",2024,"EU External Relations Law and Sustainability: The …","books.google.com","https://books.google.com/books?hl=en&lr=&id=WipDEQAAQBAJ&oi=fnd&pg=PA167&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=VQmWikhvx1&sig=OOL6pQLe_ji3V2whOGVKEhBo7uM",NA,796,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"… :(i) France is against the signature by upholding agricultural interests in the face of competition from Mercosur, indicating that there would be obstacles regarding the deforestation of the …",NA,"https://scholar.google.com/scholar?q=related:twhfFRqHRNwJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","deforestation-free regulation and its shift from exporter to importer of foreign capital","paper_421"
"255",3,"S Hamid, P Paramitaningrum","Indonesian Economic Diplomacy toward Palm Oil: Indonesia's Respond to the EU Resolution on Palm Oil and Deforestation of Rainforest (2016/2222 (INI))",2023,"E3S Web of Conferences","e3s-conferences.org","https://www.e3s-conferences.org/articles/e3sconf/abs/2023/25/e3sconf_icobar2023_04006/e3sconf_icobar2023_04006.html","https://scholar.google.com/scholar?cites=4720553470284573524&as_sdt=2005&sciodt=0,5&hl=en",369,NA,NA,NA,NA,NA,NA,NA,NA,3,1.5,2,2,2,"… 3) Public campaign related to sustainable … campaign on oil palm issue was researching with the epistemic community. One of their results related to the deforestation is that deforestation …","https://www.e3s-conferences.org/articles/e3sconf/pdf/2023/25/e3sconf_icobar2023_04006.pdf","https://scholar.google.com/scholar?q=related:VKuM417GgkEJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","indonesian economic diplomacy toward palm oil: indonesia's respond to the eu resolution on palm oil and deforestation of rainforest (2016/2222 (ini))","paper_823"
"256",11,"H.W. So","Reviewing the impacts of eco-labelling of forest products on different dimensions of sustainability in Europe",2022,"Forest Policy and Economics",NA,"https://api.elsevier.com/content/article/eid/1-s2.0-S1389934122001642","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85138813705&origin=inward",37,"Review","10.1016/j.forpol.2022.102851","1389-9341","https://api.elsevier.com/content/abstract/scopus_id/85138813705",145,NA,NA,NA,11,3.67,11,1,3,NA,NA,NA,"scopus","reviewing the impacts of eco-labelling of forest products on different dimensions of sustainability in europe","paper_1179"
"257",13,"R. Kumar","River pollution in India: exploring regulatory and remedial paths",2024,"Clean Technologies and Environmental Policy",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186456217&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85186456217&origin=inward",4,"Review","10.1007/s10098-024-02763-9","1618-954X","https://api.elsevier.com/content/abstract/scopus_id/85186456217",26,"9",2777,"2799",13,13,13,1,1,NA,NA,NA,"scopus","river pollution in india: exploring regulatory and remedial paths","paper_1190"
"258",104,"DJ Fiorino","Can democracy handle climate change?",2018,NA,"books.google.com","https://books.google.com/books?hl=en&lr=&id=yrhhDwAAQBAJ&oi=fnd&pg=PT4&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=fgm4bwyLJd&sig=V06FEW9U_12bXWVJs9Kh_jF-0lM","https://scholar.google.com/scholar?cites=4010457088176087729&as_sdt=2005&sciodt=0,5&hl=en",262,"BOOK",NA,NA,NA,NA,NA,NA,NA,104,14.86,104,1,7,"… Deforestation contributes to the problem because trees and other vegetation absorb carbon … This is why forest protection, reforestation, afforestation, and conservation agriculture are …",NA,"https://scholar.google.com/scholar?q=related:seKuL3kBqDcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can democracy handle climate change?","paper_207"
"259",59,"Pailler, S","Re-election incentives and deforestation cycles in the Brazilian Amazon",2018,"JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT","ACADEMIC PRESS INC ELSEVIER SCIENCE","http://dx.doi.org/10.1016/j.jeem.2018.01.008",NA,NA,"Article","10.1016/j.jeem.2018.01.008","0095-0696",NA,88,NA,345,"365",NA,NA,NA,NA,NA,"Despite expansive research on Amazonian deforestation and its drivers, the role of local politics is not well understood. Using a panel data set that combines municipal-level deforestation and election data from 2002 to 2012, I estimate the effect of an incumbent mayor running for re-election on deforestation rates in election periods. I find that deforestation rates increase 8-10% in election years when an incumbent mayor runs for re-election, an amount equivalent to four percent of the total forest lost since the 2004 elections. Electoral deforestation cycles do not appear to be driven by changes in agricultural policy implementation and activity, but are linked to corruption and campaign finance, suggesting that weak institutional constraints facilitate electoral manipulation of forest resources. This phenomenon is not likely limited to Amazonian forests; re-election incentives could very well lead to misallocation of other natural resources in alternate geographies. (C) 2018 Elsevier Inc. All rights reserved.",NA,NA,"webofscience","re-election incentives and deforestation cycles in the brazilian amazon","paper_1129"
"260",0,"V Goncalves Sales","Essays on the economics and policies of deforestation in Brazil",2019,NA,"etheses.bham.ac.uk","https://etheses.bham.ac.uk/id/eprint/9364/",NA,751,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6,"… The main finding is that electoral deforestation cycles do not appear to be driven by changes in agricultural policy implementation but are linked to corruption and campaign financing, …","https://etheses.bham.ac.uk/id/eprint/9364/7/GoncalvesSales2019PhD.pdf","https://scholar.google.com/scholar?q=related:LVlijzSsrccJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","essays on the economics and policies of deforestation in brazil","paper_587"
"261",15,"Horwich, RH; Islari, R; Bose, A; Dey, B; Moshahary, M; Dey, NK; Das, R; Lyon, J","Community protection of the Manas Biosphere Reserve in Assam, India, and the Endangered golden langur Trachypithecus geei",2010,"ORYX","CAMBRIDGE UNIV PRESS","http://dx.doi.org/10.1017/S0030605310000037",NA,NA,"Article","10.1017/S0030605310000037","0030-6053",NA,44,"2",252,"260",NA,NA,NA,NA,NA,"The Golden Langur Conservation Project in Assam, India, was initiated to involve local NGOs and communities in protecting the Endangered golden langur Trachypithecus gee, and its habitat on a regional basis within a complex political situation Since langurs are leaf eaters they are dependent on forests The Project area, once dominated by militant action and ethnic violence, is in a densely populated area and formerly suffered much illegal deforestation and accompanying reduction in the golden langur population. The Project began with two NGOs and evolved into the formation of a forum of five NGOs focusing on a large proportion of the golden langur range in Assam, and eventually included > 11 newly formed community-based organizations. Each NGO focused on nearby Reserve Forests and their resident langur populations and adjacent human communities. The community-conservation tools used included (1) Initial local community awareness campaigns, (2) formation of local Forest Committees and Self Help Groups, (3) a major regional awareness campaign about the golden langur and its forested habitat in the Manas Biosphere Reserve, and (4) creation of a number of village-based Forest Protection Forces The Golden Langur Conservation Project has resulted in an increase in the total Indian population of golden langurs, control of illegal logging and poaching in two isolated Reserve Forests by formation of a protection force of surrounding village groups, and curtailing illegal logging and increasing forest protection in the Reserve Forests of the Manas Biosphere Reserve by the formation of 10 tribal, government-sanctioned volunteer Forest Protection Forces. The Project created an atmosphere of community awareness of the golden langur and its forests and community interest within the region, with communities taking responsibility for protection of regional forests.",NA,NA,"webofscience","community protection of the manas biosphere reserve in assam, india, and the endangered golden langur trachypithecus geei","paper_280"
"262",1,"E.K. Ayana","Monitoring state of biomass recovery in the Blue Nile Basin using image-based disturbance index",2014,"Nile River Basin: Ecohydrological Challenges, Climate Change and Hydropolitics",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84930020369&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84930020369&origin=inward",100,"Book Chapter","10.1007/978-3-319-02720-3_13",NA,"https://api.elsevier.com/content/abstract/scopus_id/84930020369",2147483647,NA,237,"252",1,0.09,1,1,11,NA,NA,NA,"scopus","monitoring state of biomass recovery in the blue nile basin using image-based disturbance index","paper_972"
"263",137,"P Kashwan","Democracy in the woods: Environmental conservation and social justice in India, Tanzania, and Mexico",2017,NA,"books.google.com","https://books.google.com/books?hl=en&lr=&id=X4CuDQAAQBAJ&oi=fnd&pg=PP1&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=o5JLiu-hMj&sig=f4kEFLQALJBn8Gr7ZMs8KEIHj3c","https://scholar.google.com/scholar?cites=12948704316755469488&as_sdt=2005&sciodt=0,5&hl=en",513,"BOOK",NA,NA,NA,NA,NA,NA,NA,137,17.13,137,1,8,"… For example, the discourses and strategies related to “forest conservation” have deeply … - society dynamics centered on questions of forest management and forest conservation.28 …","https://www.academia.edu/download/32029595/Kashwan_-_CODESRIA_BULLETIN_3_4_2012.pdf","https://scholar.google.com/scholar?q=related:sOTGjfgJs7MJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","democracy in the woods: environmental conservation and social justice in india, tanzania, and mexico","paper_440"
"264",556,"PM Fearnside","Deforestation in Brazilian Amazonia: the effect of population and land tenure",1993,"Ambio-Journal of Human Environment …","inct-servamb.inpa.gov.br","http://inct-servamb.inpa.gov.br/publ_livres/Preprints/1993/C-WOOD-M-AMB.pdf","https://scholar.google.com/scholar?cites=9365737129920130974&as_sdt=2005&sciodt=0,5&hl=en",202,"PDF",NA,NA,NA,NA,NA,NA,NA,556,17.38,556,1,32,"… class explains 74% of the variation in deforestation rate among the nine Amazonian states. … The social cost reducing deforestation rates would therefore be much less than is implied by …","http://inct-servamb.inpa.gov.br/publ_livres/Preprints/1993/C-WOOD-M-AMB.pdf","https://scholar.google.com/scholar?q=related:nm-TQEzI-YEJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","deforestation in brazilian amazonia: the effect of population and land tenure","paper_389"
"265",22,"J Arias-Gaviria, CF Suarez, V Marrero-Trujillo…","Drivers and effects of deforestation in Colombia: a systems thinking approach",2021,"Regional Environmental …","Springer","https://link.springer.com/article/10.1007/s10113-021-01822-x","https://scholar.google.com/scholar?cites=2888075836036877625&as_sdt=2005&sciodt=0,5&hl=en",311,NA,"10.1007/s10113-021-01822-x",NA,NA,NA,NA,NA,NA,22,5.5,6,4,4,"… drivers of deforestation create reinforcing loops that will keep increasing deforestation as … The balancing loops that could slow down and stop deforestation are determined by …","https://scholar.google.com/scholar?output=instlink&q=info:OQ1e06uBFCgJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=5602078752526518134&oi=lle","https://scholar.google.com/scholar?q=related:OQ1e06uBFCgJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","drivers and effects of deforestation in colombia: a systems thinking approach","paper_499"
"266",19,"B Eccleston","NGOs and competing representations of deforestation as an environmental issue in Malaysia",2005,"NGOs and Environmental Policies","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.4324/9780203989135-6/ngos-competing-representations-deforestation-environmental-issue-malaysia-bernard-eccleston","https://scholar.google.com/scholar?cites=18288127506148718766&as_sdt=2005&sciodt=0,5&hl=en",211,NA,"10.4324/9780203989135-6",NA,NA,NA,NA,NA,NA,19,0.95,19,1,20,"Paper 4 in this volume highlights the active role NGOs have played in pressing for the formation of cooperative environmental regimes to conserve tropical forests. Despite the activities …",NA,"https://scholar.google.com/scholar?q=related:rngLexJ7zP0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","ngos and competing representations of deforestation as an environmental issue in malaysia","paper_991"
"267",72,"OA Ikhuoso, MJ Adegbeye, MMY Elghandour…","Climate change and Agriculture: The competition for limited resources amidst crop farmers-livestock herding conflict in Nigeria-A review",2020,"Journal of cleaner …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0959652620331498","https://scholar.google.com/scholar?cites=14584752307451113616&as_sdt=2005&sciodt=0,5&hl=en",446,NA,NA,NA,NA,NA,NA,NA,NA,72,14.4,18,4,5,"In Nigeria, there have been clashes between herdsmen and crop farmers. While a lot of people have adjudged it to be solely a religious and political affair, the reality on the ground that …",NA,"https://scholar.google.com/scholar?q=related:kLCuRvNyZ8oJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","climate change and agriculture: the competition for limited resources amidst crop farmers-livestock herding conflict in nigeria-a review","paper_251"
