Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"S Drost, AB Kuepper…","Indonesian Moratoria: loopholes, lack of sanctions fail to stop palm oil-linked deforestation",2021,Climate Advisers …,chainreactionresearch.com,https://chainreactionresearch.com/wp-content/uploads/2021/06/Indonesia-Moratoria-Loopholes-Lack-of-Enforcement-Fail-to-Stop-Palm-Oil-Linked-Deforestation.pdf,"https://scholar.google.com/scholar?cites=5352506904048653660&as_sdt=2005&sciodt=0,5&hl=en",294,PDF,,,,,,,,4,1,1,3,4,"… palm oil prices and ways the government can create more effective policies to reduce deforestation. … local mayoral elections, regional offices provided more plantation permits, and more …",https://chainreactionresearch.com/wp-content/uploads/2021/06/Indonesia-Moratoria-Loopholes-Lack-of-Enforcement-Fail-to-Stop-Palm-Oil-Linked-Deforestation.pdf,"https://scholar.google.com/scholar?q=related:XFWloavsR0oJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
4,"A Popp, G Luderer, K Vohland…",Mechanisms for avoiding deforestation and forest degradation,2012,"Climate Change, Justice …",Springer,https://link.springer.com/chapter/10.1007/978-94-007-4540-7_27,"https://scholar.google.com/scholar?cites=4512930565329321488&as_sdt=2005&sciodt=0,5&hl=en",503,,10.1007/978-94-007-4540-7_27,,,,,,,4,0.31,1,4,13,"… Appropriate international support could, however, facilitate sovereign decisions in favour of forest conservation. For example, Ecuador has initiated a campaign to save the Yasuni …",,"https://scholar.google.com/scholar?q=related:EP50SnAmoT4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
49,"E Olbrei, S Howes",A very real and practical contribution? Lessons from the Kalimantan Forests and Climate Partnership,2012,Climate Law,brill.com,https://brill.com/view/journals/clla/3/2/article-p103_1.xml,"https://scholar.google.com/scholar?cites=18394560808217210511&as_sdt=2005&sciodt=0,5&hl=en",860,,,,,,,,,49,3.77,25,2,13,"… to reducing emissions by avoiding deforestation and forest degradation). However, for … but using updated (lower) estimates for deforestation and degradation from FAO resulted in …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2041832,"https://scholar.google.com/scholar?q=related:j-4btZibRv8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
130,A Halimanjaya,Climate mitigation finance across developing countries: what are the major determinants?,2015,Climate Policy,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/14693062.2014.912978,"https://scholar.google.com/scholar?cites=7674783399084555084&as_sdt=2005&sciodt=0,5&hl=en",451,,10.1080/14693062.2014.912978,,,,,,,130,13,130,1,10,"… This study also includes deforestation rate, following the study by Figaj (Citation2010) study. … lnforest and democracy are significant only at the selection stage and deforestation only at …",https://www.academia.edu/download/35034808/Halimanjaya_2014_Climate_mitigation_finance_across_developing_countries.pdf,"https://scholar.google.com/scholar?q=related:TPt_ttZOgmoJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
108,PM Fearnside,Brazil's Amazon forest in mitigating global warming: unresolved controversies,2012,Climate Policy,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/14693062.2011.581571,"https://scholar.google.com/scholar?cites=10588188232245415686&as_sdt=2005&sciodt=0,5&hl=en",833,,10.1080/14693062.2011.581571,,,,,,,108,8.31,108,1,13,"… Reducing emissions from deforestation and forest degradation is currently a key issue for … of elections (Abensur et al., Citation2007; de Moura, Citation2007). With the campaign for …",https://www.researchgate.net/profile/Philip-Fearnside/publication/233063475_Brazil%27s_Amazon_Forest_in_Mitigating_Global_Warming_Unresolved_Controversies/links/0fcfd50c393381b41e000000/Brazils-Amazon-Forest-in-Mitigating-Global-Warming-Unresolved-Controversies.pdf,"https://scholar.google.com/scholar?q=related:Bo_1PRnN8JIJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
87,"E Mcleod, M Palmer",Why conservation needs religion,2015,Coastal Management,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/08920753.2015.1030297,"https://scholar.google.com/scholar?cites=15330246896718717477&as_sdt=2005&sciodt=0,5&hl=en",680,,10.1080/08920753.2015.1030297,,,,,,,87,8.7,44,2,10,"… Global issues such as deforestation, climate change, and poverty cut across secular and … worked with local religious leaders to support a campaign led by WWF to stop the use of sea …",https://www.researchgate.net/profile/Elizabeth-Mcleod-4/publication/277785614_Why_Conservation_Needs_Religion/links/55ae6f5b08ae98e661a6e79e/Why-Conservation-Needs-Religion.pdf,"https://scholar.google.com/scholar?q=related:JSL0VVT6v9QJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
9,PCL Roth,The Emerging Role of the Extractive Reserve in the Enforcement of Brazilian Deforestation Controls,1991,Colo. J. Int'l Envtl. L. &Pol'y,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/colenvlp2&section=19,"https://scholar.google.com/scholar?cites=5047714075132751018&as_sdt=2005&sciodt=0,5&hl=en",624,,,,,,,,,9,0.26,9,1,34,"… Amazonian deforestation is causing the highest extinction rates of species since ancient … See Rain and Fines, supra note 19 (Amapá governor giving away chain saws as campaign ploy)…",,"https://scholar.google.com/scholar?q=related:quwGGDUVDUYJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
136,"B Heinz, R Lee",Getting down to the meat: The symbolic construction of meat consumption,1998,Communication Studies,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/10510979809368520,"https://scholar.google.com/scholar?cites=13446296972099023579&as_sdt=2005&sciodt=0,5&hl=en",983,,10.1080/10510979809368520,,,,,,,136,5.04,68,2,27,"… A popular advertising campaign for the beef industry emphasizes the slogan, ""Beef. Jr\.It's What's For Dinner"" This advertising campaign stresses the central role meat, particularly red …","https://scholar.google.com/scholar?output=instlink&q=info:23JfxtrXmroJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=460253122591976780&oi=lle","https://scholar.google.com/scholar?q=related:23JfxtrXmroJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
28,"J Crowther, M Shaw",Social movements and the education of desire,1997,Community Development Journal,JSTOR,https://www.jstor.org/stable/44257347,"https://scholar.google.com/scholar?cites=3031630701278433204&as_sdt=2005&sciodt=0,5&hl=en",977,,,,,,,,,28,1,14,2,28,… groups who campaign against global deforestation (or in favour … for deforestation and what may pass for progress in purely … It involves a commitment to democracy as a moral concept - …,,"https://scholar.google.com/scholar?q=related:tI_efw-EEioJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
605,"KA Bollen, P Paxton",Subjective measures of liberal democracy,2000,Comparative political studies,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0010414000033001003,"https://scholar.google.com/scholar?cites=46596393786870791&as_sdt=2005&sciodt=0,5&hl=en",993,,10.1177/0010414000033001003,,,,,,,605,24.2,303,2,25,… Using democracy in empirical work requires accurate … national indicators of liberal democracy. The authors evaluate … for democracy research and for other subjective measures. …,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1dc4780ab2bcb1776e0afb0fe258769841857274,"https://scholar.google.com/scholar?q=related:Bwx7WyyLpQAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
240,"SE Skaaning, J Gerring…",A lexical index of electoral democracy,2015,Comparative Political …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0010414015581050,"https://scholar.google.com/scholar?cites=14993977142511035479&as_sdt=2005&sciodt=0,5&hl=en",878,,10.1177/0010414015581050,,,,,,,240,24,80,3,10,"… definition and operationalization of democracy. One debate concerns whether democracy is best … Against this backdrop, we propose to operationalize electoral democracy as a series of …",https://pure.au.dk/portal/files/110316577/A_Lexical_Index_of_Electoral_Democracy_postprint_2015.pdf,"https://scholar.google.com/scholar?q=related:V2SyBcVOFdAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
82,R Grove,"Conserving eden: the (European) East India companies and their environmental policies on St. Helena, Mauritius, and in western India, 1660 to 1854",1993,Comparative Studies in Society and History,cambridge.org,https://www.cambridge.org/core/journals/comparative-studies-in-society-and-history/article/conserving-eden-the-european-east-india-companies-and-their-environmental-policies-on-st-helena-mauritius-and-in-western-india-1660-to-1854/A7E937D566E00DBDA47C07E705164E1D,"https://scholar.google.com/scholar?cites=11534333117323641431&as_sdt=2005&sciodt=0,5&hl=en",948,,,,,,,,,82,2.56,82,1,32,"… determined efforts to elicit government controls on deforestation and as part of a wider campaign for public health reforms. Furthermore, the publication of the medico-topographical …","https://scholar.google.com/scholar?output=instlink&q=info:V4IZ09suEqAJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=5317825736751143280&oi=lle","https://scholar.google.com/scholar?q=related:V4IZ09suEqAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
21,"S Mahanty, A Bradley, S Milne",The forest carbon commodity chain in Cambodia's voluntary carbon market,2015,Conservation and Development …,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315887302-11/forest-carbon-commodity-chain-cambodia-voluntary-carbon-market-sango-mahanty-amanda-bradley-sarah-milne,"https://scholar.google.com/scholar?cites=8093767267334708632&as_sdt=2005&sciodt=0,5&hl=en",123,,10.4324/9781315887302-11,,,,,,,21,2.1,7,3,10,"… In examining the forest carbon commodity chain, we focus on … Initially, we consider whether forest carbon is subject to the … institutions to standardize forest carbon trade, notably the …",,"https://scholar.google.com/scholar?q=related:mF0rcHLWUnAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
52,"T Forsyth, A Walker",Hidden alliances: rethinking environmentality and the politics of knowledge in Thailand′ s campaign for community forestry,2014,Conservation and Society,journals.lww.com,https://journals.lww.com/coas/fulltext/2014/12040/Hidden_Alliances__Rethinking_Environmentality_and.7.aspx,"https://scholar.google.com/scholar?cites=13729664947441059382&as_sdt=2005&sciodt=0,5&hl=en",222,HTML,,,,,,,,52,4.73,26,2,11,"… analysis of community forestry, as they offer opportunities for analysing how states can influence communities to adopt formal or informal national guidelines for local forest conservation…",https://journals.lww.com/coas/fulltext/2014/12040/Hidden_Alliances__Rethinking_Environmentality_and.7.aspx,"https://scholar.google.com/scholar?q=related:NkZb3YaRib4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
1572,PM Fearnside,"Deforestation in Brazilian Amazonia: history, rates, and consequences",2005,Conservation biology,Wiley Online Library,https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/j.1523-1739.2005.00697.x,"https://scholar.google.com/scholar?cites=9891095287983840838&as_sdt=2005&sciodt=0,5&hl=en",132,,10.1111/j.1523-1739.2005.00697.x,,,,,,,1572,78.6,1572,1,20,"… capital, and municipal elections in 1994 resulted in … deforestation than economic changes that affected the value of less-liquid assets such as land. The subsequent fall in deforestation …",https://www.academia.edu/download/79502510/Cons_20Biol-Amazon_20deforestation_20-_20FINAL.pdf,"https://scholar.google.com/scholar?q=related:Rh7RV8I6RIkJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
196,M Colchester,Self-determination or environmental determinism for indigenous peoples in tropical forest conservation,2000,Conservation Biology,JSTOR,https://www.jstor.org/stable/2641787,"https://scholar.google.com/scholar?cites=9981775557698793734&as_sdt=2005&sciodt=0,5&hl=en",210,,,,,,,,,196,7.84,196,1,25,"Advocates of people-free parks argue that human occupation of tropical forests inevitably results in a loss of biodiversity, notably through the elimination of top predators and the …",https://www.academia.edu/download/66892104/84ce8d4ae30686edd7d2cbc9a8e28d390cab.pdf,"https://scholar.google.com/scholar?q=related:BjFQ6PtjhooJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
89,"DC Nepstad, DG McGRATH, B Soares-Filho","Systemic conservation, REDD, and the future of the Amazon Basin",2011,Conservation Biology,JSTOR,https://www.jstor.org/stable/41315404,"https://scholar.google.com/scholar?cites=12667023209792194377&as_sdt=2005&sciodt=0,5&hl=en",793,,,,,,,,,89,6.36,30,3,14,… reductions in carbon emissions from deforestation and forest degradation. This basin-wide … This changed the dynamic of political elections from the rhetoric of jobs versus environment …,https://www.loisellelab.org/wp-content/uploads/2015/08/Nepstad-et-al-2011.pdf,"https://scholar.google.com/scholar?q=related:ScdKHX9Oyq8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
19,F Van Dyke,Between heaven and earth: evangelical engagement in conservation,2005,Conservation Biology,JSTOR,https://www.jstor.org/stable/3591189,"https://scholar.google.com/scholar?cites=7902295136974279802&as_sdt=2005&sciodt=0,5&hl=en",839,,,,,,,,,19,0.95,19,1,20,"I was saddened by David Orr's essay,"" Armageddon versus Extinc-tion""(Orr 2005), because it obscures rather than illuminates our ability to perceive and understand our neigh-bors and …","https://scholar.google.com/scholar?output=instlink&q=info:ehSmFY-Xqm0J:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=1719239775481769948&oi=lle","https://scholar.google.com/scholar?q=related:ehSmFY-Xqm0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
98,"G Salazar, M Mills, D Veríssimo",Qualitative impact evaluation of a social marketing campaign for conservation,2019,Conservation Biology,Wiley Online Library,https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/cobi.13218,"https://scholar.google.com/scholar?cites=12283314091857552114&as_sdt=2005&sciodt=0,5&hl=en",873,,10.1111/cobi.13218,,,,,,,98,16.33,33,3,6,"… ‐term impacts of a 1998 Rare Pride campaign on the island of Bonaire that was designed to … , social marketing (including the Rare campaign), and environmental education in schools. …",https://ora.ox.ac.uk/objects/uuid:0c080d79-86df-4369-8f8c-5673f5a4a4f1/files/mc38cb2091ffa703349a19b1fb4bd99d3,"https://scholar.google.com/scholar?q=related:8iK4NRYZd6oJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
45,D Takacs,Forest carbon: law and property rights,2009,Conservation International,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1661334,"https://scholar.google.com/scholar?cites=17298626721930307111&as_sdt=2005&sciodt=0,5&hl=en",728,,,,,,,,,45,2.81,45,1,16,… o Different legal frameworks may obtain or may need to be formulated for reforestation vs. avoided deforestation or reduced emissions from deforestation and degradation (REDD) …,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1661334,"https://scholar.google.com/scholar?q=related:J2a8_lkREfAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
21,BJ McFarland,The context of tropical rainforest deforestation and degradation,2017,Conservation of Tropical Rainforests: A Review of …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-63236-0_2,"https://scholar.google.com/scholar?cites=6866935790979280030&as_sdt=2005&sciodt=0,5&hl=en",629,,10.1007/978-3-319-63236-0_2,,,,,,,21,2.63,21,1,8,"… deforestation and forest degradation, forest degradation accounted for 25%. In 28 of the 74 countries, emissions from forest degradation exceeded those from deforestation. Footnote 57 …",https://pmc.ncbi.nlm.nih.gov/articles/PMC7123066/pdf/978-3-319-63236-0_Chapter_2.pdf,"https://scholar.google.com/scholar?q=related:nmy8JLhBTF8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
3,BJ McFarland,The future of tropical forest conservation finance,2017,Conservation of Tropical Rainforests: A Review of …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-63236-0_18,"https://scholar.google.com/scholar?cites=17524252579100512804&as_sdt=2005&sciodt=0,5&hl=en",954,,10.1007/978-3-319-63236-0_18,,,,,,,3,0.38,3,1,8,"… both commercializing activities that rely on forest conservation and make the activities that drive deforestation less bankable,” and the World Bank’s “Forest Carbon Partnership Facility’s …",,"https://scholar.google.com/scholar?q=related:JFKCi9-mMvMJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
76,"GW Prescott, WJ Sutherland, D Aguirre…",Political transition and emergent forest‐conservation issues in Myanmar,2017,Conservation …,Wiley Online Library,https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/cobi.13021,"https://scholar.google.com/scholar?cites=3173214929774019321&as_sdt=2005&sciodt=0,5&hl=en",62,,10.1111/cobi.13021,,,,,,,76,9.5,19,4,8,"… and unpredictable effects on a country's deforestation dynamics. Four major transitions—war to peace, authoritarianism to democracy, centralized to decentralized political authority, …",https://conbio.onlinelibrary.wiley.com/doi/pdf/10.1111/cobi.13021,"https://scholar.google.com/scholar?q=related:-YIljSqGCSwJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
833,"TK Rudel, R Defries, GP Asner…",Changing drivers of deforestation and new opportunities for conservation,2009,Conservation …,Wiley Online Library,https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/j.1523-1739.2009.01332.x,"https://scholar.google.com/scholar?cites=3551075778907855959&as_sdt=2005&sciodt=0,5&hl=en",95,,10.1111/j.1523-1739.2009.01332.x,,,,,,,833,52.06,208,4,16,"… human agents driving tropical deforestation appear to have … in the forces driving tropical deforestation through a meta-… forces, one that drove tropical deforestation from the 1960s to the …",https://repository.si.edu/bitstream/handle/10088/15944/stri_Rudel_et_al_Debate_2009.pdf?isAllowed=y&sequence=1,"https://scholar.google.com/scholar?q=related:V9xLRJv0RzEJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
22,"R Martinez, KM Green…","Establishing reciprocal agreements for water and biodiversity conservation through a social marketing campaign in Quanda Watershed, Peru",2013,Conservation …,changewildlifeconsumers.org,https://www.changewildlifeconsumers.org/site/assets/files/1358/2013-martinez-et-al_water-and-biodiversity-conservation-5193.pdf,"https://scholar.google.com/scholar?cites=7921608448129842940&as_sdt=2005&sciodt=0,5&hl=en",797,PDF,,,,,,,,22,1.83,7,3,12,… of a Pride Campaign depends on Rare’s training of a Campaign … The Pride Campaign therefore started with a situation … as well as the drivers of deforestation and land-use change. This …,https://www.changewildlifeconsumers.org/site/assets/files/1358/2013-martinez-et-al_water-and-biodiversity-conservation-5193.pdf,"https://scholar.google.com/scholar?q=related:_D6DwOk0720J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
27,M McDonald,Environment and security: Global eco-politics and Brazilian deforestation,2003,Contemporary Security Policy,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/13523260312331271919,"https://scholar.google.com/scholar?cites=12470417505477049393&as_sdt=2005&sciodt=0,5&hl=en",92,,10.1080/13523260312331271919,,,,,,,27,1.23,27,1,22,"This paper seeks to explore the ways in which security is constructed, focusing on the example of deforestation of the Brazilian Amazon. Prior to the late 1980s, the Brazilian government …","https://scholar.google.com/scholar?output=instlink&q=info:MbzFbqbSD60J:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=10242173378190798604&oi=lle","https://scholar.google.com/scholar?q=related:MbzFbqbSD60J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
