"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL","source_dataset","title_lower","unique_id"
"198",8,"F Cappelli, N Caravaggio, C Vaquero-Piñeiro","Buen Vivir and forest conservation in Bolivia: False promises or effective change?",2022,"Forest Policy and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1389934122000077","https://scholar.google.com/scholar?cites=17379206061597613982&as_sdt=2005&sciodt=0,5&hl=en",639,NA,NA,NA,NA,NA,NA,NA,NA,8,2.67,3,3,3,"Can the principles of Buen Vivir support forest cover transition in Latin America? This paper explores the effects of the Ley de Derechos de la Madre Tierra (Law 071), the fundamental …",NA,"https://scholar.google.com/scholar?q=related:nl_Xg9VXL_EJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","buen vivir and forest conservation in bolivia: false promises or effective change?","paper_198"
"199",3,"Harding, R; Prem, M; Ruiz, NA; Vargas, DL","Buying a Blind Eye: Campaign Donations, Regulatory Enforcement, and Deforestation",2024,"AMERICAN POLITICAL SCIENCE REVIEW","CAMBRIDGE UNIV PRESS","http://dx.doi.org/10.1017/S0003055423000412",NA,NA,"Article","10.1017/S0003055423000412","0003-0554",NA,118,"2",635,"653",NA,NA,NA,NA,NA,"While existing work has demonstrated that campaign donations can buy access to benefits such as favorable legislation and preferential contracting, we highlight another use of campaign contributions: buying reductions in regulatory enforcement. Specifically, we argue that in return for campaign contributions, Colombian mayors who rely on donor-funding (compared with those who do not) choose not to enforce sanctions against illegal deforestation activities. Using a regression discontinuity design, we show that deforestation is significantly higher in municipalities that elect donor-funded as opposed to self-funded politicians. Further analysis shows that only part of this effect can be explained by differences in contracting practices by donor-funded mayors. Instead, evidence of heterogeneity in the effects according to the presence of alternative formal and informal enforcement institutions, and analysis of fire clearance, support the interpretation that campaign contributions buy reductions in the enforcement of environmental regulations.",NA,NA,"webofscience","buying a blind eye: campaign donations, regulatory enforcement, and deforestation","paper_199"
"200",0,"C McDermott, E Kumeh Mensah, H Mark","Buying and selling forest carbon as a commodity is dangerous if it trumps other environmental and social uses",2024,"The Conversation","ora.ox.ac.uk","https://ora.ox.ac.uk/objects/uuid:91b3dd16-3fa6-44c4-be3c-e10dd2489a6a",NA,488,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1,"… in forest carbon sink schemes. This can cause conflict locally and weaken local democracy. … the global Reducing Emissions from Deforestation and Forest Degradation (REDD+) climate …","https://ora.ox.ac.uk/objects/uuid:91b3dd16-3fa6-44c4-be3c-e10dd2489a6a/files/rz603r0020","https://scholar.google.com/scholar?q=related:SMmKeCLf7UUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","buying and selling forest carbon as a commodity is dangerous if it trumps other environmental and social uses","paper_200"
"201",158,"D McCargo","Cambodia: getting away with authoritarianism?",2005,"Journal of Democracy","muse.jhu.edu","https://muse.jhu.edu/pub/1/article/188314/summary","https://scholar.google.com/scholar?cites=3214124288242495311&as_sdt=2005&sciodt=0,5&hl=en",871,NA,NA,NA,NA,NA,NA,NA,NA,158,7.9,158,1,20,"… For example, the SGS report for the third quarter of 2004 stated that illegal deforestation was continuing at minimal levels, but admitted that the SGS had no detailed information to …","https://www.academia.edu/download/40707809/JoD_Cambodia_10.05_final.pdf","https://scholar.google.com/scholar?q=related:Ty-m0ALdmiwJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","cambodia: getting away with authoritarianism?","paper_201"
"202",5,"VN Shanin, PV Frolov, VN Korotkov","Can artificial reforestation always be a forest climatic project",2022,"Vopr. Lesn. Nauki","jfsi.ru","https://jfsi.ru/en/5-2-2022-shanin_et_al/","https://scholar.google.com/scholar?cites=12308213754888281512&as_sdt=2005&sciodt=0,5&hl=en",986,NA,NA,NA,NA,NA,NA,NA,NA,5,1.67,2,3,3,"… reforestation projects in the Krasnoyarsk and Irkutsk regions. An assessment of the carbon balance in the territory of artificial reforestation … and, therefore, artificial reforestation cannot be …",NA,"https://scholar.google.com/scholar?q=related:qF2xxzKPz6oJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can artificial reforestation always be a forest climatic project","paper_202"
"203",7,"F. Farhan","Can campaigns save forests? Critical reflections from the Tripa campaign, Aceh, Indonesia",2019,"Forest Policy and Economics",NA,"https://api.elsevier.com/content/article/eid/1-s2.0-S1389934118303538","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065515556&origin=inward",119,"Article","10.1016/j.forpol.2019.04.012","1389-9341","https://api.elsevier.com/content/abstract/scopus_id/85065515556",105,NA,17,"27",7,1.17,7,1,6,NA,NA,NA,"scopus","can campaigns save forests? critical reflections from the tripa campaign, aceh, indonesia","paper_203"
"204",94,"D Southgate, HL Clark","Can conservation projects save biodiversity in South America?",1993,"Ambio","JSTOR","https://www.jstor.org/stable/4314062","https://scholar.google.com/scholar?cites=3707331841004316165&as_sdt=2005&sciodt=0,5&hl=en",787,NA,NA,NA,NA,NA,NA,NA,NA,94,2.94,47,2,32,"… We argue that the campaign is faltering for five reasons. First, … The magnitude of Amazonian deforestation is the subject of … In any event, there is no doubt that deforestation has abated. …",NA,"https://scholar.google.com/scholar?q=related:BaaOx6oWczMJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can conservation projects save biodiversity in south america?","paper_204"
"205",0,"G MICHON","Can deforestation help rebuild forests?",2004,"… Tropical Deforestation: From Tropical Deforestation …","books.google.com","https://books.google.com/books?hl=en&lr=&id=h2QjCwAAQBAJ&oi=fnd&pg=PA123&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=9OD2YpdQj-&sig=09zJyeE6-SbAsgmktlzZ95MXhcE",NA,678,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,21,"… In both cases, it is easy to detect more-or-less extreme'deforestation'behind this feature, and there will always be people prepared to deny that these formations correspond to deliberate …",NA,"https://scholar.google.com/scholar?q=related:fd8b-6DzqtQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can deforestation help rebuild forests?","paper_205"
"206",2,"G Michon, M Bouamrane","Can deforestation help rebuild forests? The Indonesian agroforests",2004,"… deforestation. United Nations Educational …","academia.edu","https://www.academia.edu/download/116958443/010068017.pdf","https://scholar.google.com/scholar?cites=6150536837265122815&as_sdt=2005&sciodt=0,5&hl=en",618,"PDF",NA,NA,NA,NA,NA,NA,NA,2,0.1,1,2,21,"… Inboth cases, it is easy to detect more-or-less extreme'deforestation'behind this feature, and there will always be people prepared to deny that these formations correspond to deliberate …","https://www.academia.edu/download/116958443/010068017.pdf","https://scholar.google.com/scholar?q=related:_2Uko6oYW1UJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can deforestation help rebuild forests? the indonesian agroforests","paper_206"
"207",104,"DJ Fiorino","Can democracy handle climate change?",2018,NA,"books.google.com","https://books.google.com/books?hl=en&lr=&id=yrhhDwAAQBAJ&oi=fnd&pg=PT4&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=fgm4bwyLJd&sig=V06FEW9U_12bXWVJs9Kh_jF-0lM","https://scholar.google.com/scholar?cites=4010457088176087729&as_sdt=2005&sciodt=0,5&hl=en",262,"BOOK",NA,NA,NA,NA,NA,NA,NA,104,14.86,104,1,7,"… Deforestation contributes to the problem because trees and other vegetation absorb carbon … This is why forest protection, reforestation, afforestation, and conservation agriculture are …",NA,"https://scholar.google.com/scholar?q=related:seKuL3kBqDcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can democracy handle climate change?","paper_207"
"208",172,"SS Scrieciu","Can economic causes of tropical deforestation be identified at a global level?",2007,"Ecological Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921800906003806","https://scholar.google.com/scholar?cites=11086198878086699082&as_sdt=2005&sciodt=0,5&hl=en",279,NA,NA,NA,NA,NA,NA,NA,NA,172,9.56,172,1,18,"… deforestation. It suggests that empirical attempts to identify common economic factors inducing global tropical deforestation … and context-specific drivers of deforestation. It does so by …","https://www.researchgate.net/profile/Serban-Scrieciu/publication/225026938_Can_Economic_Causes_of_Tropical_Deforestation_Be_Identified_at_a_Global_Level/links/5a6711760f7e9b76ea8d632b/Can-Economic-Causes-of-Tropical-Deforestation-Be-Identified-at-a-Global-Level.pdf","https://scholar.google.com/scholar?q=related:ShixdSQX2pkJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can economic causes of tropical deforestation be identified at a global level?","paper_208"
"209",21,"J Gonzales Tovar, JP Sarmiento Barletti…","Can multistakeholder forums empower indigenous and local communities and promote forest conservation? A comparative analysis of territorial planning in two …",2021,"… Science and Practice","Wiley Online Library","https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/csp2.326","https://scholar.google.com/scholar?cites=9701262192840168217&as_sdt=2005&sciodt=0,5&hl=en",509,NA,"10.1111/csp2.326",NA,NA,NA,NA,NA,NA,21,5.25,7,3,4,"… Throughout the 20th century, Mato Grosso's government promoted land occupation and deforestation, in line with the military government's policies and international banks' …","https://conbio.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/csp2.326","https://scholar.google.com/scholar?q=related:GVMqnZDOoYYJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can multistakeholder forums empower indigenous and local communities and promote forest conservation? a comparative analysis of territorial planning in two …","paper_209"
"210",76,"PM Fearnside","Can pasture intensification discourage deforestation in the Amazon and Pantanal regions of Brazil",2002,"Deforestation and land use in the Amazon","philip.inpa.gov.br","http://philip.inpa.gov.br/publ_livres/Resumos%20e%20anais/gains-binder.pdf","https://scholar.google.com/scholar?cites=4935558727182765058&as_sdt=2005&sciodt=0,5&hl=en",441,"PDF",NA,NA,NA,NA,NA,NA,NA,76,3.3,76,1,23,"… cattle production as a means of discouraging deforestation in Amazonia and in the Pantanal … The search for effective measures to discourage deforestation should focus on the suite of …","http://philip.inpa.gov.br/publ_livres/Resumos%20e%20anais/gains-binder.pdf","https://scholar.google.com/scholar?q=related:AszOPYOgfkQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can pasture intensification discourage deforestation in the amazon and pantanal regions of brazil","paper_210"
"211",6,"K Meijer","Can Supply Chain Initiatives Reduce Deforestation?",2014,"A comparative analysis of cases from Brazil and …","files.ethz.ch","https://www.files.ethz.ch/isn/186809/DP_36.2014.pdf","https://scholar.google.com/scholar?cites=12532001281524995856&as_sdt=2005&sciodt=0,5&hl=en",492,"PDF",NA,NA,NA,NA,NA,NA,NA,6,0.55,6,1,11,"… Deforestation and forest degradation account for 12-15% of global greenhouse gas emissions. The largest driver of deforestation … As a response to the Greenpeace campaign and report…","https://www.files.ethz.ch/isn/186809/DP_36.2014.pdf","https://scholar.google.com/scholar?q=related:EJcJpsSc6q0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can supply chain initiatives reduce deforestation?","paper_211"
"212",10,"K Meijer","Can supply chain initiatives reduce deforestation? A comparative analysis of cases from Brazil and Indonesia.",2014,NA,"cabidigitallibrary.org","https://www.cabidigitallibrary.org/doi/full/10.5555/20153131301","https://scholar.google.com/scholar?cites=10563629046409403728&as_sdt=2005&sciodt=0,5&hl=en",472,NA,"10.5555/20153131301",NA,NA,NA,NA,NA,NA,10,0.91,10,1,11,"… for farmers to expand production without deforestation or with reduced deforestation are not well … As a response to the Greenpeace campaign and report, the Soy Moratorium was signed …",NA,"https://scholar.google.com/scholar?q=related:UB07MqaMmZIJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can supply chain initiatives reduce deforestation? a comparative analysis of cases from brazil and indonesia.","paper_212"
"213",0,"M Nishijima, S Pal","Can the Political Left Save the Rainforests? Impact of Leftist Mayors on Deforestation in the Brazilian Amazon",2024,NA,"researchgate.net","https://www.researchgate.net/profile/Sarmistha-Pal-2/publication/370188448_Can_the_Political_Left_Save_the_Rainforests_Impact_of_Leftist_Mayors_on_Deforestation_in_the_Brazilian_Amazon/links/66e5ff3ba438c86fdcceca21/Can-the-Political-Left-Save-the-Rainforests-Impact-of-Leftist-Mayors-on-Deforestation-in-the-Brazilian-Amazon.pdf",NA,15,"PDF",NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,"… of deforestation, annual deforestation changes, reforestation … right-wing rivals in close elections. The results suggest that … annual changes in deforestation, increased reforestation, and …","https://www.researchgate.net/profile/Sarmistha-Pal-2/publication/370188448_Can_the_Political_Left_Save_the_Rainforests_Impact_of_Leftist_Mayors_on_Deforestation_in_the_Brazilian_Amazon/links/66e5ff3ba438c86fdcceca21/Can-the-Political-Left-Save-the-Rainforests-Impact-of-Leftist-Mayors-on-Deforestation-in-the-Brazilian-Amazon.pdf","https://scholar.google.com/scholar?q=related:JI7Nu-7FgjsJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can the political left save the rainforests? impact of leftist mayors on deforestation in the brazilian amazon","paper_213"
"214",81,"JN Volante, L Seghezzo","Can't see the forest for the trees: can declining deforestation trends in the Argentinian Chaco region be ascribed to efficient law enforcement?",2018,"Ecological Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921800917307668","https://scholar.google.com/scholar?cites=17342950831754823899&as_sdt=2005&sciodt=0,5&hl=en",272,NA,NA,NA,NA,NA,NA,NA,NA,81,11.57,41,2,7,"… in overall deforestation rates in recent years, a significant proportion of deforestation took place … The national coordinator of Greenpeace's forest campaign, speaking to highly influential …","https://ri.conicet.gov.ar/bitstream/handle/11336/90961/CONICET_Digital_Nro.c928efe0-cf08-4cbf-a0fe-b0a79c48b803_A.pdf?sequence=2&isAllowed=y","https://scholar.google.com/scholar?q=related:28jPA-WJrvAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","can't see the forest for the trees: can declining deforestation trends in the argentinian chaco region be ascribed to efficient law enforcement?","paper_214"
"215",866,"N Fraser","Cannibal Capitalism: How our System is Devouring Democracy, Care, and the Planet and What We Can Do A bout It",2023,NA,"books.google.com","https://books.google.com/books?hl=en&lr=&id=QrazEAAAQBAJ&oi=fnd&pg=PR9&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=e1OocpgcQs&sig=EQE5udX0jfAcQKMVMN3NukNdskA","https://scholar.google.com/scholar?cites=10773326635009715259&as_sdt=2005&sciodt=0,5&hl=en",842,"BOOK",NA,NA,NA,NA,NA,NA,NA,866,433,866,1,2,"A trenchant look at contemporary capitalism’s insatiable appetite—and a rallying cry for everyone who wants to stop it from devouring our world Shortlisted for the Deutscher Memorial …","https://www.researchgate.net/profile/Carlos-Tornel-2/publication/369258816_Book_Review_Fraser_Nancy_2022_Cannibal_Capitalism_How_Our_System_Is_Devouring_Democracy_Care_and_the_Planet_-And_What_We_Can_Do_About_It/links/6411fc2866f8522c38a891b5/Book-Review-Fraser-Nancy-2022-Cannibal-Capitalism-How-Our-System-Is-Devouring-Democracy-Care-and-the-Planet-And-What-We-Can-Do-About-It.pdf","https://scholar.google.com/scholar?q=related:OywCuX6LgpUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","cannibal capitalism: how our system is devouring democracy, care, and the planet and what we can do a bout it","paper_215"
"216",2,"H.L.G. Cassol","Carbon inventory in a fragment of Mixed Ombrophylous Forest by remote sensing",2014,"Floresta",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84920931891&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84920931891&origin=inward",95,"Article","10.5380/rf.v44i4.33014","0015-3826","https://api.elsevier.com/content/abstract/scopus_id/84920931891",44,"4",697,"708",2,0.18,2,1,11,NA,NA,NA,"scopus","carbon inventory in a fragment of mixed ombrophylous forest by remote sensing","paper_216"
"217",64,"M.O. Andreae","Carbon monoxide and related trace gases and aerosols over the Amazon Basin during the wet and dry seasons",2012,"Atmospheric Chemistry and Physics",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863939230&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84863939230&origin=inward",26,"Article","10.5194/acp-12-6041-2012","1680-7316","https://api.elsevier.com/content/abstract/scopus_id/84863939230",12,"13",6041,"6065",64,4.92,64,1,13,NA,NA,NA,"scopus","carbon monoxide and related trace gases and aerosols over the amazon basin during the wet and dry seasons","paper_217"
"218",86,"A Baldwin","Carbon nullius and racial rule: Race, nature and the cultural politics of forest carbon in Canada",2009,"Antipode","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8330.2009.00671.x","https://scholar.google.com/scholar?cites=1125392706054324093&as_sdt=2005&sciodt=0,5&hl=en",489,NA,"10.1111/j.1467-8330.2009.00671.x",NA,NA,NA,NA,NA,NA,86,5.38,86,1,16,"… of climate change, even less so to forest carbon management policy. Building on geographic debate … This paper considers how a particular slice of the climate debate – forest carbon …","https://www.academia.edu/download/69140202/j.1467-8330.2009.00671.x20210907-10919-g59my9.pdf","https://scholar.google.com/scholar?q=related:ff8uHbQyng8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","carbon nullius and racial rule: race, nature and the cultural politics of forest carbon in canada","paper_218"
"219",30,"I Ménard, E Thiffault, WA Kurz, JF Boucher","Carbon sequestration and emission mitigation potential of afforestation and reforestation of unproductive territories",2023,"New Forests","Springer","https://link.springer.com/article/10.1007/s11056-022-09955-5","https://scholar.google.com/scholar?cites=13190605785337113639&as_sdt=2005&sciodt=0,5&hl=en",512,NA,"10.1007/s11056-022-09955-5",NA,NA,NA,NA,NA,NA,30,15,8,4,2,"… Afforestation and reforestation can contribute to the mitigation of climate change by increasing forested areas that can actively sequester carbon dioxide from the atmosphere through …","https://constellation.uqac.ca/id/eprint/8631/1/Menard_et_al_2023_NewForests_accepted.pdf","https://scholar.google.com/scholar?q=related:Jyw7LxNyDrcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","carbon sequestration and emission mitigation potential of afforestation and reforestation of unproductive territories","paper_219"
"220",11,"C. Wang","Carbon sequestration potential of ecosystem of two main tree species in Northeast China",2010,"Shengtai Xuebao/ Acta Ecologica Sinica",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952718060&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79952718060&origin=inward",52,"Article",NA,"1000-0933","https://api.elsevier.com/content/abstract/scopus_id/79952718060",30,"7",1764,"1772",11,0.73,11,1,15,NA,NA,NA,"scopus","carbon sequestration potential of ecosystem of two main tree species in northeast china","paper_220"
"221",23,"T. Egusa","Carbon stock in Japanese forests has been greatly underestimated",2020,"Scientific Reports",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084433494&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084433494&origin=inward",62,"Article","10.1038/s41598-020-64851-2","2045-2322","https://api.elsevier.com/content/abstract/scopus_id/85084433494",10,"1",NA,NA,23,4.6,23,1,5,NA,NA,NA,"scopus","carbon stock in japanese forests has been greatly underestimated","paper_221"
"222",5,"J.M. Shepherd","Carbon, climate change, and controversy",2011,"Animal Frontiers",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85025137346&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025137346&origin=inward",83,"Article","10.2527/af.2011-0001","2160-6056","https://api.elsevier.com/content/abstract/scopus_id/85025137346",1,"1",5,"13",5,0.36,5,1,14,NA,NA,NA,"scopus","carbon, climate change, and controversy","paper_222"
"223",261,"C Sandbrook, F Nelson, WM Adams, A Agrawal","Carbon, forests and the REDD paradox",2010,"Oryx","cambridge.org","https://www.cambridge.org/core/journals/oryx/article/carbon-forests-and-the-redd-paradox/F2FABAD8A821DF8BD42AC129F8FD0EAC","https://scholar.google.com/scholar?cites=2256595718319266273&as_sdt=2005&sciodt=0,5&hl=en",396,NA,NA,NA,NA,NA,NA,NA,NA,261,17.4,65,4,15,"… in reducing emissions from deforestation and forest degradation (REDD) as part of the … the context of broader social struggles over democracy. Examples of such reforms include the …","https://scholar.google.com/scholar?output=instlink&q=info:4VkWkNkJUR8J:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=11695460944385952062&oi=lle","https://scholar.google.com/scholar?q=related:4VkWkNkJUR8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","carbon, forests and the redd paradox","paper_223"
