,unique_id,Cites,Authors,Title,title_lower,abstract,outcome_variable,treatment_variable,exp_methods,theoretical_interest,to_include,Source,inclusion_paloma,inclusion_rens,Publisher,Year,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,FullTextURL,RelatedURL,source_dataset
244,paper_376,17,C Aubertin,Deforestation control policies in Brazil: sovereignty versus the market,deforestation control policies in brazil: sovereignty versus the market,"After achieving a 76% reduction in the annual rate of deforestation in the Amazon using command and control policies, the Brazilian government developed a national REDD+ strategy, which it has since merged with its reform of the Forest Code. This is an important political, economic and environmental step in view of the amounts of land, carbon and money involved. This article addresses Brazil's insistence on sovereignty over its forest resources and questions the capacity of carbon markets to assist in conservation. We start by describing the success of Brazil's efforts to halt deforestation. We then identify player strategies in the ëSovereignty versus the marketí debate surrounding the implementation of REDD+. Finally, we discuss whether the markets for land- and forest-based environmental services encouraged by the Forest Code have the potential to contribute to further reductions in deforestation.",0,0,0,0,0,"Forests, Trees and Livelihoods",0,1,Taylor &Francis,2015,https://www.tandfonline.com/doi/abs/10.1080/14728028.2015.1017540,"https://scholar.google.com/scholar?cites=12051233539523750141&as_sdt=2005&sciodt=0,5&hl=en",255,NA,10.1080/14728028.2015.1017540,NA,NA,NA,NA,NA,NA,17,1.7,17,1,10,"https://scholar.google.com/scholar?output=instlink&q=info:_SiW1A2VPqcJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=8223904134776786494&oi=lle","https://scholar.google.com/scholar?q=related:_SiW1A2VPqcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
245,paper_393,0,C Sharma,Deforestation in Indonesia: The Politics of Land Use Change Post Suharto,deforestation in indonesia: the politics of land use change post suharto,"Over the past 25 years over 130 million hectares of natural forest land on our planet has been lost accelerating climate change and threatening the worldís most diverse ecosystems. Although the annual rate of global deforestation is half of what it was in the early 1990s it remains problematic in several regions of the world. Indonesia, for example, currently accounts for nearly 25% of global deforestation annually and has shown no signs of improvement. This thesis explores some of the key drivers of deforestation in Indonesia by making use of a rich dataset that tracks forest loss across eight years when Indonesia was undergoing political restructuring following the collapse of the Suharto dictatorship. Previous literature has pointed to the expansion in the number of political jurisdictions as a vehicle for increased political corruption which in turn could cause deforestation. The hypothesis is that when a new district is created there is increased competition for the sale of logging permits within a provincial wood market. This may incentivize district governments to issue more than the legal quota of permits consistent with Cournot-style competition. However, the data does not seem to line up with this argument. Instead, forest loss in Indonesia appears to be related to widespread forest fires caused by landowners for the purposes of clearing land primarily for palm oil plantations. The results from this thesis lay the groundwork for future research to focus on the determinants of growing demand for palm oil such as international trade.",0,0,0,0,0,NA,0,1,prism.ucalgary.ca,2019,https://prism.ucalgary.ca/items/8b504cab-19eb-47fd-b837-ac9ed5fed86a,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,6,https://prism.ucalgary.ca/bitstreams/a60a1f1d-09e6-4794-bd90-d87d0c2c2048/download,"https://scholar.google.com/scholar?q=related:cB39zwPaIMUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
246,paper_394,4,AHK Alsoul,"Deforestation in Jefara Plain, Libya: Socio-economic and policy drivers (Algarabulli District case study)","deforestation in jefara plain, libya: socio-economic and policy drivers (algarabulli district case study)","Deforestation has many negative effects on the environment. In North Africa the most dramatic are a loss of habitat for wildlife, desertification, soil erosion, and climate change.",0,0,0,0,0,NA,0,1,search.proquest.com,2016,https://search.proquest.com/openview/25489dc4bd79543db5fb8b79bc98d791/1?pq-origsite=gscholar&cbl=18750&diss=y,"https://scholar.google.com/scholar?cites=1147060923777775745&as_sdt=2005&sciodt=0,5&hl=en",966,BOOK,NA,NA,NA,NA,NA,NA,NA,4,0.44,4,1,9,https://research.bangor.ac.uk/portal/files/20575865/null,"https://scholar.google.com/scholar?q=related:gXiBMdUt6w8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
247,paper_397,1,CG Malca,"Deforestation in Peru: Confronting the informal practices, state capture, and collusion","deforestation in peru: confronting the informal practices, state capture, and collusion","Greater transparency and accountability of elected officials, as well as enhanced environmental management, is crucial to meeting the challenges faced by those who wish to protect the Amazon.",0,0,0,0,0,U4 Brief,1,1,open.cmi.no,2024,"https://open.cmi.no/cmi-xmlui/bitstream/handle/11250/3128265/Deforestation%20in%20Peru:%20Confronting%20the%20informal%20practices,%20state%20capture,%20and%20collusion?sequence=1","https://scholar.google.com/scholar?cites=1200820567228146951&as_sdt=2005&sciodt=0,5&hl=en",165,PDF,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,"https://open.cmi.no/cmi-xmlui/bitstream/handle/11250/3128265/Deforestation%20in%20Peru:%20Confronting%20the%20informal%20practices,%20state%20capture,%20and%20collusion?sequence=1","https://scholar.google.com/scholar?q=related:B-WdlPErqhAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
248,paper_410,1,AK Saxena,"Deforestation, causes and sustainable solutions with reference to India","deforestation, causes and sustainable solutions with reference to india","This thesis develops a system dynamics simulation model of the deforestation process. It focuses on two measures of deforestation that must be considered simultaneous! y, total forest area (TFA) a geophysical measure and forest biomass (FBM) a biophysical measure. The thesis argues that deforestation is a complex and dynamic process and should therefore be examined with an integrated approach that takes into account the interrelatedness of various elements especially those between the forest sector and other impacting sectors. A system of forests, and four other sectors--agriculture, energy, socio-economic, and livestock--that compete for forest land or forest produce is developed. The process of deforestation is seen in terms of dynamic interaction between all five sectors of the model. Initially, a simple-forest sector only, model is developed to familiarize the reader with the usage of system dynamics concepts. The model is enhanced and expanded to incorporate the remaining four sectors. Three versions of the multi-sector model are developed. Model A is based only on the biophysical flows of interactions, Model B, includes the market responses in addition to the biophysical linkages, and Model C, which in addition to the biophysical and market linkages, also incorporates dynamic functions. Model C is validated by comparing the simulated behaviors of key elements such as forest area, population, livestock number, non-commercial energy consumption, agriculture productivity, and agriculture production, with data for India. Sensitivity analyses examine the impacts of non-forestry policies on deforestation, and explore policies that may sustain forests in India. The simulation results show that if present trends in policies to ameliorate deforestation remain unchanged the depletion of forests in India will continue and within next two decades India will be completely deforested in terms of its biomass. The most important insight obtained from these results is that policies focusing exclusively on the forestry sector will not be sufficient to sustain forests; it is essential to develop supporting policies in the other interacting sectors. Moreover, the results suggest that complete reliance on market forces will not yield sustainability because of the lack of well functioning forestry markets, the operation of non-market incentives, and the slow response times in forestry investments in India. Only a combination of forest sector polices with supporting policies in all other sectors that impact on the forestry sector can prevent deforestation and yield sustainable forestry development.",0,0,0,0,0,NA,0,1,utoronto.scholaris.ca,1997,https://utoronto.scholaris.ca/items/894a0113-bcf0-4f77-afa8-b7708e5beddd,"https://scholar.google.com/scholar?cites=3830505956608003836&as_sdt=2005&sciodt=0,5&hl=en",800,NA,NA,NA,NA,NA,NA,NA,NA,1,0.04,1,1,28,https://utoronto.scholaris.ca/bitstreams/c28d1c0a-0cbb-4365-9f7b-e1c68aa2d379/download,"https://scholar.google.com/scholar?q=related:_E6jZd-wKDUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
249,paper_411,109,"LE Andersen, EJ Reis","Deforestation, development, and government policy in the Brazilian Amazon: an econometric analysis","deforestation, development, and government policy in the brazilian amazon: an econometric analysis","This paper develops a model of deforestation and economic development in the Amazon. It is based on the determinants of demand for agricultural land, i.e. on the interactions between population dynamics, urbanization and the growth of local markets, land prices, and government policies. The model is estimated using a panel data set covering 316 municipalities in the Brazilian Amazon during the period 1970/85. The model is used to evaluate the effects of different policy instruments. The trade-off between economic growth and deforestation is shown to be quite good for subsidized credit but very bad for new road building.",1,0,0,0,0,NA,1,1,econstor.eu,2015,https://www.econstor.eu/handle/10419/220158,"https://scholar.google.com/scholar?cites=17178355356701543121&as_sdt=2005&sciodt=0,5&hl=en",387,NA,NA,NA,NA,NA,NA,NA,NA,109,10.9,55,2,10,https://www.econstor.eu/bitstream/10419/220158/1/dp_069.pdf,"https://scholar.google.com/scholar?q=related:0cqfnS7HZe4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
250,paper_412,1,K Puzon,"Deforestation, economic prosperity, and political institutions in East Asia and the Pacific","deforestation, economic prosperity, and political institutions in east asia and the pacific","By examining annual data (1994ñ2003) for 15 countries from East Asia and the Pacific, this study provides an analysis of the effects of political institutions and other socioeconomic factors on deforestation. Results show that economic prosperity does not automatically cause higher environmental quality. Furthermore, it was found that population growth and agricultural sector growth worsen deforestation. In contrast, openness to international trade was observed to reduce deforestation. More importantly, greater political freedom was associated with poorer environmental quality. As in Olsonís theory, in the presence of powerful special interest groups, policies might fall short of improving environmental regulation. Added to this is the presence of myopic voters which may impede the progress of environmental programmes.",1,1,1,1,1,International Journal of Green Economics,1,1,inderscienceonline.com,2011,https://www.inderscienceonline.com/doi/abs/10.1504/IJGE.2011.044236,"https://scholar.google.com/scholar?cites=12987691675535034106&as_sdt=2005&sciodt=0,5&hl=en",115,NA,10.1504/IJGE.2011.044236,NA,NA,NA,NA,NA,NA,1,0.07,1,1,14,NA,"https://scholar.google.com/scholar?q=related:-kaQZMSMPbQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
251,paper_414,41,G Lang,"Deforestation, floods, and state reactions in China and Thailand","deforestation, floods, and state reactions in china and thailand","‚Ä¶ Not facing periodic elections, the regime could afford to take a long-term view of policies to ‚Ä¶ Reforestation and forest conservation were periodically disrupted by political campaigns, ‚Ä¶",0,0,0,0,0,NA,1,0,cityu.edu.hk,2002,https://www.cityu.edu.hk/searc/Resources/Paper/WP21_02_Lang.pdf,"https://scholar.google.com/scholar?cites=16928060903038711361&as_sdt=2005&sciodt=0,5&hl=en",142,BOOK,NA,NA,NA,NA,NA,NA,NA,41,1.78,41,1,23,https://www.cityu.edu.hk/searc/Resources/Paper/WP21_02_Lang.pdf,"https://scholar.google.com/scholar?q=related:QfbM3bON7OoJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
252,paper_415,7,"M Tanner, L Ratzke","Deforestation, Institutions, and Property Rights: Evidence from land titling to indigenous peoples and local communities in Ecuador","deforestation, institutions, and property rights: evidence from land titling to indigenous peoples and local communities in ecuador","Deforestation is a matter of pressing global concern, contributing to declining ecosystem services, biodiversity loss, and ultimately climate change through growing emissions. We evaluate the effect of assigning property rights to indigenous peoples and local communities (IPLCs) in coastal Ecuador on deforestation and the role polycentric institutions play in policy effectiveness. Informed by a theoretical model, we employ causal methods to 1) evaluate changes in forest coverage for the first 12 years of policy adoption, and 2) evaluate the effect of the presence of non-governmental organizations (NGOs) on policy permanence. We find that assigning property rights to IPLCs significantly decreases mangrove deforestation and that the presence of NGOs funded by foreign aid significantly increases the probability of policy adoption and permanence. We assess the positive development implications of the policy concerning local fisheries provisioning and the role of international aid in achieving environmental outcomes. Our work highlights the importance of IPLCs and civil society as actors for sustainable land stewardship in future climate policy.",0,0,0,0,0,NA,1,1,scioteca.caf.com,2022,https://scioteca.caf.com/handle/123456789/1995,"https://scholar.google.com/scholar?cites=9921629951209724612&as_sdt=2005&sciodt=0,5&hl=en",538,NA,NA,NA,NA,NA,NA,NA,NA,7,2.33,4,2,3,"https://scioteca.caf.com/bitstream/handle/123456789/1995/Deforestation,%20Institutions,%20and%20Property%20Rights_Evidence%20from%20land%20titling%20to%20indigenous%20peoples%20and%20local%20communities%20in%20Ecuador.pdf?sequence=1","https://scholar.google.com/scholar?q=related:xFq7ot-1sIkJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
253,paper_418,2,„Éù„Ç¶„Éá„É´„Éä„É©„É§„É≥ „É©„Ç∏„É£,"Deforestation, reforestation and community forest management in Nepal","deforestation, reforestation and community forest management in nepal","Forest resources are considered as an integral part of the livelihood of the citizens in
developing countries. However, deforestation has been taking place in these countries for
several decades. Owing to the limited capacity of governments, there is a high likelihood that
the governments cannot ensure the efficiency in protection and allocation of the natural
resources such as forests in developing countries. An alternative management regime,
community management, is introduced to combat the problems associated with natural conservation.",0,0,0,0,0,NA,0,1,waseda.repo.nii.ac.jp,2012,https://waseda.repo.nii.ac.jp/record/25836/files/AjiaTaiheiyoKenkyukaRonshu_24_Poudel.pdf,"https://scholar.google.com/scholar?cites=13111244374672183462&as_sdt=2005&sciodt=0,5&hl=en",504,PDF,NA,NA,NA,NA,NA,NA,NA,2,0.15,2,1,13,https://waseda.repo.nii.ac.jp/record/25836/files/AjiaTaiheiyoKenkyukaRonshu_24_Poudel.pdf,"https://scholar.google.com/scholar?q=related:ppCs20p_9LUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
254,paper_422,2,"R L√≥pez, GI Galinato",Deforestation-induced carbon dioxide emissions in tropical countries: How do governance and trade openness affect the emissions-income relationship,deforestation-induced carbon dioxide emissions in tropical countries: how do governance and trade openness affect the emissions-income relationship,"A significant part of greenhouse gas (GHG) emissions in developing countries is associated with land use changes. This is in contrast to developed countries, where most GHG emissions originate in the industrial and transportation sectors. Forest conversion to agriculture as well as to other uses is among the most important sources of GHG caused by changes in land use, especially in tropical forest-rich countries. Tropical forests retain large volumes of biomass per hectare. As trees grow, they absorb carbon dioxide from the atmosphere, which is later released as trees die and decompose. This natural cycle maintains a degree of equilibrium in mature forest ecosystems resulting in about zero net emissions. Land clearing, often implying the burning of the forest biomass, interrupts this process, leading to uncompensated emissions of carbon dioxide and other GHG. Existing studies provide estimates of carbon dioxide retention by various species of standing tropical forests, ranging from 100 to 250 metric tons per hectare (Crutzen and Andreae, 1990; World Resources Institute, 1998; Naughton-Treves, 2004). A large portion of stored carbon dioxide is released into the atmosphere when forests are cleared. Using these measures one can relate deforestation to carbon dioxide emissions into the atmosphere. The objective of this paper is to study the implications of changes in land use induced by economic growth and other policies on deforestation and atmospheric carbon dioxide emissions. We focus on the deforestation mechanism as a source of carbon dioxide emissions. The key questions addressed by this study are: Does a Kuznets curve depicting the relationship between per capita income and forest cover exists? 1 If such a curve exists, at what income level does the turning point occur? How do governance, trade openness and other government policies affect the level and turning point of the forest-income relationship? How does the forest dynamics affect carbon dioxide emission patterns? How are deforestation-induced emissions affected by governance and trade openness?",0,0,0,0,0,EPA report,1,1,researchgate.net,2004,https://www.researchgate.net/profile/Ramon-Lopez-2/publication/254113631_Deforestation_and_Forest-Induced_Carbon_Dioxide_Emissions_in_Tropical_Countries_How_Do_Governance_and_Trade_Openness_Affect_the_Forest-Income_Relationship/links/0a85e534d9c006d552000000/Deforestation-and-Forest-Induced-Carbon-Dioxide-Emissions-in-Tropical-Countries-How-Do-Governance-and-Trade-Openness-Affect-the-Forest-Income-Relationship.pdf,"https://scholar.google.com/scholar?cites=14101761532546686419&as_sdt=2005&sciodt=0,5&hl=en",128,PDF,NA,NA,NA,NA,NA,NA,NA,2,0.1,1,2,21,https://www.researchgate.net/profile/Ramon-Lopez-2/publication/254113631_Deforestation_and_Forest-Induced_Carbon_Dioxide_Emissions_in_Tropical_Countries_How_Do_Governance_and_Trade_Openness_Affect_the_Forest-Income_Relationship/links/0a85e534d9c006d552000000/Deforestation-and-Forest-Induced-Carbon-Dioxide-Emissions-in-Tropical-Countries-How-Do-Governance-and-Trade-Openness-Affect-the-Forest-Income-Relationship.pdf,"https://scholar.google.com/scholar?q=related:0522RmaFs8MJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
255,paper_424,1,"Boer, H","Deliberate disproportionate policy outcomes and regulating deforestation in Queensland, Australia","deliberate disproportionate policy outcomes and regulating deforestation in queensland, australia","This paper analyses the strategic interests that inform deforestation policies in Australia, and the variance in policy selections over time. A theory of deliberate policy disproportionality is used to analyse 20 years of regulatory reform in Queensland, focusing on the Vegetation Management Act (VMA) 1999. Application of the framework to this case suggests that political executives were prone to deliberately adopt (dis)proportionate policies as a strategic response to either manage or capitalise on stakeholder support or opposition to any proposed legislative change. The high variance in (dis)proportionate deforestation policies is attributed to how political executives respond to claims made by competing constituencies regarding the costs versus benefits of successive reforms. During key reform phases, policy under-reaction was the norm, and political executives intentionally limited the scope and effectiveness of the VMA 1999 due to perceived impacts on the agricultural sector. Political executives were highly responsive to the emotional investment of rural constituents and averse to introducing policies that required difficult trade-offs. Elections offered strategic opportunities for delivering more proportionate policies that balanced public environmental benefits with economic impacts, as evidenced by a conditional deforestation ban introduced between 2004 and 2012 and reinstated in 2018. Points for practitionersVariance in Queensland's deforestation policy over time can be attributed to the intentional decisions by political executives to limit or expand the scope of regulations as a strategic response to stakeholder expectations.Political executives were responsive to the costs versus environmental impacts/benefits of any deforestation reforms, but prone to policy under-reaction when the priority was managing the emotive reactions from rural constituencies.More proportionate regulations, such as the partial deforestation ban of 2004, aimed to balance environmental benefits with compensation for landholders but were only implemented when electorally beneficial.Stakeholders have a significant influence on disproportionate deforestation policy design and governments will need to manage competing claims to deliver more durable policy outcomes.",0,0,0,0,0,AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION,0,1,WILEY,2024,http://dx.doi.org/10.1111/1467-8500.12593,NA,NA,Article,10.1111/1467-8500.12593,0313-6647,NA,83,1,50,68,NA,NA,NA,NA,NA,NA,NA,webofscience
256,paper_428,138,"P Joshi, K Beck",Democracy and carbon dioxide emissions: assessing the interactions of political and economic freedom and the environmental Kuznets curve,democracy and carbon dioxide emissions: assessing the interactions of political and economic freedom and the environmental kuznets curve,"The Environmental Kuznets Curve (EKC) suggests that while early economic development leads to increased pollution, further economic growth results in reduced environmental degradation. Many studies have sought to learn whether carbon dioxide (CO2) emissions follow such an inverted-U path, with a variety of mixed results. We use economic growth, population growth, urbanization, and energy use variables along with rarely used measures of political and economic freedom to see how they influence carbon emissions and the scope of any potential EKC. We compare a sampling of 22 OECD countries with a selection of 87 non-OECD countries, with the non-OECD countries divided up into the subcategories of free, not free, partially free, and transition. We use an upgraded dataset from the World Bank Development Indicators and the improved econometric technique Arellano-Bover/Blundell-Bond Generalized Method of Moments (GMM) estimator to better evaluate the interactions between these variables and CO2 emissions. We find no evidence of a CO2 EKC for the OECD and non-OECD regions, and mixed results for the impact of political and economic freedom, depending on region. CO2 emissions instead tend to increase monotonically with a rising income, suggesting governments and industry need to do more to curb those emissions as development grows.",0,0,0,0,0,Energy Research &Social Science,1,1,Elsevier,2018,https://www.sciencedirect.com/science/article/pii/S2214629617303481,"https://scholar.google.com/scholar?cites=17016753807308586760&as_sdt=2005&sciodt=0,5&hl=en",798,NA,NA,NA,NA,NA,NA,NA,NA,138,19.71,69,2,7,NA,"https://scholar.google.com/scholar?q=related:CH_n2m2nJ-wJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
257,paper_430,29,"Cary, M; Bekun, FV",Democracy and deforestation: The role of spillover effects,democracy and deforestation: the role of spillover effects,"This paper is a replication and extension of Buitenzorgy and Mol (2011). We recreate the data and analyses from that paper on the impact of democracy on deforestation from 1990 through 2000 with great precision before extending the data set and analyses to include the period from 2000 through 2010. We find that the original results of Buitenzorgy and Mol (2011) were spurious and inconsistent in the replication once heteroskedasticity robust standard errors were employed. When combining the two time periods and running analyses on panel data and differenced data for robust outcomes and better policy inferences, we find different results for the effect of democracy on deforestation, indicating that model specification is critical to studying this relationship. The more econometrically sound method, the differenced models, reject the Environmental Kuznet's Curve (EKC) hypothesis for democracy and deforestation, instead indicating that democracy decreased deforestation rates. When adding democracy spillover effects to the model, i.e., the impact on deforestation rates due to changes in democracy levels in neighboring countries, we still find that democracy leads to decreased rates of deforestation. We also find that having more democratic neighbors leads to further decreases in democracy. These outcomes have far-reaching implications for the blocs examined, which are highlighted in this study.",1,1,1,1,1,FOREST POLICY AND ECONOMICS,1,1,ELSEVIER,2021,http://dx.doi.org/10.1016/j.forpol.2021.102398,NA,NA,Article,10.1016/j.forpol.2021.102398,1389-9341,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,webofscience
258,paper_432,317,"Li, Q; Reuveny, R",Democracy and environmental degradation,democracy and environmental degradation,"In a relatively small but growing body of literature in political science and environmental studies, scholars debate the effect of democracy on environmental degradation. Some theorists claim that democracy reduces environmental degradation. Others argue that democracy may not reduce environmental degradation or may even harm the environment. Empirical evidence thus far has been limited and conflicting. This article seeks to address the democracy-environment debate. We focus on the effect of political regime type on human activities that directly damage the environment. Our discussion of the theoretical literature identifies different causal mechanisms through which democracy could affect environmental degradation. The empirical analysis focuses on the net effect of these competing mechanisms. We examine statistically the effect of democracy on five aspects of human-induced environmental degradation-carbon dioxide emissions, nitrogen dioxide emissions, deforestation, land degradation, and organic pollution in water. We find that democracy reduces all five types of environmental degradation. While the substantive effect of democracy is considerable, it varies in size across different types of environmental degradation. We also find nonmonotonic effects of democracy that vary across the environmental indicators.",1,1,1,1,1,INTERNATIONAL STUDIES QUARTERLY,1,1,OXFORD UNIV PRESS,2006,http://dx.doi.org/10.1111/j.1468-2478.2006.00432.x,NA,NA,Article,10.1111/j.1468-2478.2006.00432.x,0020-8833,NA,50,4,935,956,NA,NA,NA,NA,NA,NA,NA,webofscience
259,paper_433,539,"YH Farzin, CA Bond",Democracy and environmental quality,democracy and environmental quality,"We develop and estimate an econometric model of the relationship between several local and global air pollutants and economic development while allowing for critical aspects of the socio-political-economic regime of a State. We obtain empirical support for our hypothesis that democracy and its associated freedoms provide the conduit through which agents can exercise their preferences for environmental quality more effectively than under an autocratic regime, thus leading to decreased concentrations or emissions of pollution. However, additional factors such as income inequality, age distribution, education, and urbanization may mitigate or exacerbate the net effect of the type of political regime on pollution, depending on the underlying societal preferences and the weights assigned to those preferences by the State.",0,0,0,0,0,Journal of Development Economics,1,1,Elsevier,2006,https://www.sciencedirect.com/science/article/pii/S0304387805000702,"https://scholar.google.com/scholar?cites=12929441868671814478&as_sdt=2005&sciodt=0,5&hl=en",663,NA,NA,NA,NA,NA,NA,NA,NA,539,28.37,270,2,19,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=790669,"https://scholar.google.com/scholar?q=related:Tgs_XuCabrMJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
260,paper_435,137,"NP Gleditsch, BO Sverdrup",Democracy and the Environment1,democracy and the environment1,A complex relationship exists between democratic politics and the management of the environment. Democracy and the Environment presents major new work on the challenges and dilemmas which environmental problems pose for the processes of democratic politics.,0,0,0,0,0,Human security and the environment ‚Ä¶,1,1,elgaronline.com,2002,https://www.elgaronline.com/downloadpdf/edcollbook/1840644583.pdf#page=51,"https://scholar.google.com/scholar?cites=6086518745531017260&as_sdt=2005&sciodt=0,5&hl=en",434,NA,NA,NA,NA,NA,NA,NA,NA,137,5.96,69,2,23,NA,"https://scholar.google.com/scholar?q=related:LOghIo2od1QJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
